date,dma,hour,sessions,direct_sessions,organic_sessions,paid_sessions,social_sessions,conversions,revenue
2023-03-14,Houston,3,14,1,0,0,13,0,0.0
2023-03-14,Houston,4,13,0,0,0,13,0,0.0
2023-03-14,Houston,5,12,3,0,0,9,0,0.0
2023-03-14,Houston,6,8,0,0,0,8,0,0.0
2023-03-14,Houston,7,21,4,2,0,15,0,0.0
2023-03-14,Houston,8,29,8,2,1,18,3,455.49
2023-03-14,Houston,9,40,8,9,1,22,0,0.0
2023-03-14,Houston,10,41,6,8,5,22,0,0.0
2023-03-14,Houston,11,30,2,6,2,20,0,0.0
2023-03-14,Houston,12,24,2,5,2,15,2,287.78
2023-03-14,Houston,13,27,3,4,2,18,0,0.0
2023-03-14,Houston,14,13,1,2,0,10,0,0.0
2023-03-14,Houston,15,15,0,2,0,13,0,0.0
2023-03-14,Houston,16,12,0,1,0,11,0,0.0
2023-03-14,Houston,17,27,4,5,2,16,3,374.6
2023-03-14,Houston,18,32,7,4,0,21,1,162.65
2023-03-14,Houston,19,53,17,9,3,24,0,0.0
2023-03-14,Houston,20,61,19,10,6,26,1,172.44
2023-03-14,Houston,21,46,14,7,3,22,1,99.31
2023-03-14,Houston,22,40,11,4,1,22,0,0.0
2023-03-14,Houston,23,20,3,1,1,15,1,145.56
2023-03-14,Los_Angeles,0,32,9,4,1,18,0,0.0
2023-03-14,Los_Angeles,1,29,7,2,0,18,1,147.85
2023-03-14,Los_Angeles,2,26,6,3,0,17,0,0.0
2023-03-14,Los_Angeles,3,26,7,1,0,18,0,0.0
2023-03-14,Los_Angeles,4,23,4,1,0,18,0,0.0
2023-03-14,Los_Angeles,5,32,7,4,1,20,1,128.07
2023-03-14,Los_Angeles,6,36,10,4,1,20,0,0.0
2023-03-14,Los_Angeles,7,48,15,8,2,23,1,126.61
2023-03-14,Los_Angeles,8,72,25,14,6,27,2,253.26999999999998
2023-03-14,Los_Angeles,9,96,22,29,14,31,3,466.81
2023-03-14,Los_Angeles,10,100,25,29,17,29,3,338.57
2023-03-14,Los_Angeles,11,97,24,28,15,30,4,505.02
2023-03-14,Los_Angeles,12,72,16,19,8,27,1,124.08
2023-03-14,Los_Angeles,13,43,6,11,5,21,2,210.17
2023-03-14,Los_Angeles,14,35,5,8,2,20,1,112.75
2023-03-14,Los_Angeles,15,38,7,8,3,20,2,286.25
2023-03-14,Los_Angeles,16,34,5,7,1,21,0,0.0
2023-03-14,Los_Angeles,17,58,12,15,7,24,4,597.3
2023-03-14,Los_Angeles,18,94,32,19,10,33,2,273.2
2023-03-14,Los_Angeles,19,126,45,26,16,39,4,539.01
2023-03-14,Los_Angeles,20,145,53,31,20,41,6,775.26
2023-03-14,Los_Angeles,21,120,44,25,14,37,2,196.32999999999998
2023-03-14,Los_Angeles,22,83,28,16,8,29,3,366.86
2023-03-14,Los_Angeles,23,66,21,12,6,27,2,264.69
2023-03-14,New_York,0,42,12,8,1,21,2,296.94
2023-03-14,New_York,1,48,15,7,1,23,2,237.5
2023-03-14,New_York,2,46,13,7,2,24,1,114.71
2023-03-14,New_York,3,37,10,4,1,22,2,280.77
2023-03-14,New_York,4,35,8,4,0,23,0,0.0
2023-03-14,New_York,5,44,14,6,2,22,1,97.29
2023-03-14,New_York,6,46,13,7,2,24,0,0.0
2023-03-14,New_York,7,66,22,11,6,27,2,351.69
2023-03-14,New_York,8,112,41,24,13,34,4,591.64
2023-03-14,New_York,9,131,36,38,23,34,2,325.26
2023-03-14,New_York,10,158,43,48,28,39,3,407.4
2023-03-14,New_York,11,138,37,42,26,33,5,628.59
2023-03-14,New_York,12,92,23,25,12,32,3,495.2
2023-03-14,New_York,13,78,19,21,12,26,3,309.22
2023-03-14,New_York,14,48,7,13,4,24,1,120.23
2023-03-14,New_York,15,52,8,13,6,25,1,158.86
2023-03-14,New_York,16,51,9,12,5,25,0,0.0
2023-03-14,New_York,17,89,22,25,13,29,5,669.36
2023-03-14,New_York,18,124,45,27,16,36,3,362.28
2023-03-14,New_York,19,160,58,36,23,43,3,318.6
2023-03-14,New_York,20,157,57,35,21,44,4,575.25
2023-03-14,New_York,21,192,72,43,27,50,7,850.13
2023-03-14,New_York,22,125,50,27,14,31,4,565.21
2023-03-14,New_York,23,80,27,14,9,29,6,821.5699999999999
2023-03-14,Philadelphia,0,15,2,0,0,13,0,0.0
2023-03-14,Philadelphia,1,12,0,0,0,12,0,0.0
2023-03-14,Philadelphia,2,15,1,0,0,14,0,0.0
2023-03-14,Philadelphia,3,22,3,0,0,19,1,113.86
2023-03-14,Philadelphia,4,22,3,2,0,17,2,241.32
2023-03-14,Philadelphia,5,13,1,0,0,12,0,0.0
2023-03-14,Philadelphia,6,17,2,0,0,15,0,0.0
2023-03-14,Philadelphia,7,29,6,3,0,20,0,0.0
2023-03-14,Philadelphia,8,33,7,4,1,21,1,175.81
2023-03-14,Philadelphia,9,32,3,6,1,22,1,161.85
2023-03-14,Philadelphia,10,47,9,11,3,24,0,0.0
2023-03-14,Philadelphia,11,38,6,9,3,20,1,175.4
2023-03-14,Philadelphia,12,25,1,3,0,21,1,90.34
2023-03-14,Philadelphia,13,32,4,8,1,19,0,0.0
2023-03-14,Philadelphia,14,18,1,2,0,15,1,134.32
2023-03-14,Philadelphia,15,16,1,2,0,13,0,0.0
2023-03-14,Philadelphia,16,22,1,4,0,17,0,0.0
2023-03-14,Philadelphia,17,30,2,5,1,22,1,139.08
2023-03-14,Philadelphia,18,48,16,8,2,22,0,0.0
2023-03-14,Philadelphia,19,45,13,7,1,24,1,92.08
2023-03-14,Philadelphia,20,118,51,22,9,32,1,145.75
2023-03-14,Philadelphia,21,70,23,13,8,26,3,356.63
2023-03-14,Philadelphia,22,36,10,5,0,21,4,536.6800000000001
2023-03-14,Philadelphia,23,34,7,3,1,23,1,95.23
2023-03-14,Phoenix,0,8,1,0,0,7,0,0.0
2023-03-14,Phoenix,1,10,1,0,0,9,0,0.0
2023-03-14,Phoenix,2,14,1,0,0,13,0,0.0
2023-03-14,Phoenix,3,11,0,0,0,11,0,0.0
2023-03-14,Phoenix,4,6,0,0,0,6,0,0.0
2023-03-14,Phoenix,5,12,0,0,0,12,1,103.58
2023-03-14,Phoenix,6,6,1,0,0,5,0,0.0
2023-03-14,Phoenix,7,19,3,0,0,16,0,0.0
2023-03-14,Phoenix,8,18,3,1,0,14,0,0.0
2023-03-14,Phoenix,9,43,6,10,3,24,0,0.0
2023-03-14,Phoenix,10,29,2,7,0,20,0,0.0
2023-03-14,Phoenix,11,29,1,6,0,22,0,0.0
2023-03-14,Phoenix,12,22,1,4,0,17,1,124.63
2023-03-14,Phoenix,13,17,0,3,0,14,3,404.04
2023-03-14,Phoenix,14,9,0,0,0,9,0,0.0
2023-03-14,Phoenix,15,11,0,1,0,10,0,0.0
2023-03-14,Phoenix,16,18,0,1,0,17,1,93.53
2023-03-14,Phoenix,17,14,1,2,1,10,0,0.0
2023-03-14,Phoenix,18,36,9,4,1,22,1,126.78
2023-03-14,Phoenix,19,35,8,5,1,21,0,0.0
2023-03-14,Phoenix,20,56,19,7,5,25,0,0.0
2023-03-14,Phoenix,21,42,14,5,1,20,1,111.13
2023-03-14,Phoenix,22,39,10,5,1,23,2,207.11
2023-03-14,Phoenix,23,22,5,1,0,16,0,0.0
2023-03-15,Atlanta,0,16,0,0,0,15,1,156.0
2023-03-15,Atlanta,1,10,0,0,0,10,0,0.0
2023-03-15,Atlanta,2,14,1,0,0,13,1,123.26
2023-03-15,Atlanta,3,18,2,1,1,14,2,187.24
2023-03-15,Atlanta,4,11,1,0,0,10,0,0.0
2023-03-15,Atlanta,5,15,2,0,0,13,0,0.0
2023-03-15,Atlanta,6,10,0,0,0,10,0,0.0
2023-03-15,Atlanta,7,25,4,3,1,17,0,0.0
2023-03-15,Atlanta,8,20,4,2,0,14,0,0.0
2023-03-15,Atlanta,9,33,3,8,2,20,0,0.0
2023-03-15,Atlanta,10,27,3,6,1,17,1,164.36
2023-03-15,Atlanta,11,40,7,8,2,23,3,397.03
2023-03-15,Atlanta,12,29,1,7,0,20,0,0.0
2023-03-15,Atlanta,13,19,1,3,0,15,1,98.26
2023-03-15,Atlanta,14,14,1,1,0,12,1,135.34
2023-03-15,Atlanta,15,13,0,0,0,13,0,0.0
2023-03-15,Atlanta,16,13,1,1,0,11,1,172.07
2023-03-15,Atlanta,17,21,2,3,1,15,1,107.19
2023-03-15,Atlanta,18,26,5,3,1,17,1,161.92
2023-03-15,Atlanta,19,48,14,7,2,25,3,382.67
2023-03-15,Atlanta,20,192,113,49,3,24,9,1099.6799999999998
2023-03-15,Atlanta,21,42,13,4,2,23,2,235.63
2023-03-15,Atlanta,22,30,7,3,0,20,2,262.65999999999997
2023-03-15,Atlanta,23,21,4,1,0,16,0,0.0
2023-03-15,Chicago,0,13,0,0,0,11,1,114.62
2023-03-15,Chicago,1,11,2,0,0,8,1,171.85
2023-03-15,Chicago,2,16,2,0,0,14,1,164.44
2023-03-15,Chicago,3,16,1,0,0,15,1,134.17
2023-03-15,Chicago,4,12,2,1,0,9,0,0.0
2023-03-15,Chicago,5,18,3,1,0,14,0,0.0
2023-03-15,Chicago,6,21,2,1,0,18,0,0.0
2023-03-15,Chicago,7,37,9,5,1,22,0,0.0
2023-03-15,Chicago,8,46,14,7,2,23,1,96.95
2023-03-15,Chicago,9,50,9,13,4,24,2,219.11
2023-03-15,Chicago,10,68,15,19,7,27,1,129.46
2023-03-15,Chicago,11,49,9,11,4,25,0,0.0
2023-03-15,Chicago,12,38,5,10,1,22,1,119.56
2023-03-15,Chicago,13,34,6,7,2,19,0,0.0
2023-03-15,Chicago,14,22,1,3,0,18,0,0.0
2023-03-15,Chicago,15,21,0,2,0,19,1,112.64
2023-03-15,Chicago,16,18,2,2,1,13,2,337.96
2023-03-15,Chicago,17,37,5,8,3,21,1,176.12
2023-03-15,Chicago,18,46,12,7,2,25,1,170.45
2023-03-15,Chicago,19,68,21,10,8,29,1,105.58
2023-03-15,Chicago,20,88,32,17,9,30,3,435.81
2023-03-15,Chicago,21,78,26,15,8,29,2,254.72
2023-03-15,Chicago,22,68,22,11,7,28,3,366.34999999999997
2023-03-15,Chicago,23,32,6,3,2,21,1,112.22
2023-03-15,Dallas,0,18,1,0,0,15,0,0.0
2023-03-15,Dallas,1,10,2,0,0,8,1,155.82
2023-03-15,Dallas,2,11,0,0,0,11,1,102.98
2023-03-15,Dallas,3,9,0,0,0,9,1,153.25
2023-03-15,Dallas,4,17,2,0,0,15,0,0.0
2023-03-15,Dallas,5,18,2,2,0,14,0,0.0
2023-03-15,Dallas,6,17,1,0,0,16,0,0.0
2023-03-15,Dallas,7,22,5,0,0,17,0,0.0
2023-03-15,Dallas,8,26,6,0,0,20,0,0.0
2023-03-15,Dallas,9,43,7,10,4,22,0,0.0
2023-03-15,Dallas,10,39,5,9,2,23,2,276.19
2023-03-15,Dallas,11,38,7,9,1,21,2,235.26999999999998
2023-03-15,Dallas,12,29,2,7,1,18,0,0.0
2023-03-15,Dallas,13,27,4,4,2,17,1,114.43
2023-03-15,Dallas,14,17,1,2,1,13,2,286.98
2023-03-15,Dallas,15,22,1,3,0,18,0,0.0
2023-03-15,Dallas,16,15,0,1,0,14,0,0.0
2023-03-15,Dallas,17,23,3,5,1,14,1,154.46
2023-03-15,Dallas,18,39,11,5,1,22,0,0.0
2023-03-15,Dallas,19,52,15,7,4,26,1,144.38
2023-03-15,Dallas,20,52,16,8,3,25,0,0.0
2023-03-15,Dallas,21,53,17,8,2,26,0,0.0
2023-03-15,Dallas,22,35,8,5,1,21,1,172.98
2023-03-15,Dallas,23,17,2,0,0,15,1,174.09
2023-03-15,Houston,0,14,1,0,0,12,0,0.0
2023-03-15,Houston,1,12,1,0,0,10,1,133.07
2023-03-15,Houston,2,16,2,1,0,13,0,0.0
2023-03-15,Houston,3,19,1,0,0,18,0,0.0
2023-03-15,Houston,4,7,0,0,0,7,0,0.0
2023-03-15,Houston,5,21,3,2,0,16,0,0.0
2023-03-15,Houston,6,17,4,2,0,11,0,0.0
2023-03-15,Houston,7,19,2,1,0,16,0,0.0
2023-03-15,Houston,8,21,5,0,0,16,0,0.0
2023-03-15,Houston,9,40,5,11,4,20,0,0.0
2023-03-15,Houston,10,37,5,7,5,20,2,283.14
2023-03-15,Houston,11,38,4,9,3,22,4,565.04
2023-03-15,Houston,12,17,0,1,0,16,0,0.0
2023-03-15,Houston,13,24,2,4,1,17,1,166.84
2023-03-15,Houston,14,18,1,2,0,15,0,0.0
2023-03-15,Houston,15,19,0,4,0,15,0,0.0
2023-03-15,Houston,16,17,0,2,0,15,0,0.0
2023-03-15,Houston,17,20,1,2,0,17,0,0.0
2023-03-15,Houston,18,43,12,7,1,23,1,115.37
2023-03-15,Houston,19,48,13,7,3,25,1,100.98
2023-03-15,Houston,20,58,18,10,5,25,2,298.15
2023-03-15,Houston,21,54,17,7,6,24,2,292.9
2023-03-15,Houston,22,39,10,5,2,22,1,150.13
2023-03-15,Houston,23,19,2,0,0,17,0,0.0
2023-03-15,Los_Angeles,0,31,8,3,1,19,0,0.0
2023-03-15,Los_Angeles,1,41,12,5,1,22,1,179.18
2023-03-15,Los_Angeles,2,29,7,2,1,19,3,447.74
2023-03-15,Los_Angeles,3,22,5,3,1,13,0,0.0
2023-03-15,Los_Angeles,4,26,5,3,1,17,0,0.0
2023-03-15,Los_Angeles,5,33,7,3,0,23,1,112.53
2023-03-15,Los_Angeles,6,44,13,5,3,23,1,114.35
2023-03-15,Los_Angeles,7,52,15,7,5,25,1,152.32
2023-03-15,Los_Angeles,8,56,17,10,4,25,2,348.04999999999995
2023-03-15,Los_Angeles,9,96,23,30,14,29,6,878.77
2023-03-15,Los_Angeles,10,98,24,29,14,31,4,574.71
2023-03-15,Los_Angeles,11,87,21,24,14,28,3,452.71000000000004
2023-03-15,Los_Angeles,12,83,20,23,12,28,2,309.75
2023-03-15,Los_Angeles,13,48,8,11,4,25,2,274.29
2023-03-15,Los_Angeles,14,42,6,10,4,22,1,144.7
2023-03-15,Los_Angeles,15,44,6,11,4,23,0,0.0
2023-03-15,Los_Angeles,16,49,9,12,4,24,1,103.39
2023-03-15,Los_Angeles,17,65,12,19,8,26,0,0.0
2023-03-15,Los_Angeles,18,89,31,17,10,31,0,0.0
2023-03-15,Los_Angeles,19,137,51,30,18,38,4,580.0
2023-03-15,Los_Angeles,20,130,48,28,15,39,3,411.26
2023-03-15,Los_Angeles,21,126,46,28,16,36,4,515.42
2023-03-15,Los_Angeles,22,82,27,15,9,31,3,485.29999999999995
2023-03-15,Los_Angeles,23,60,20,10,4,26,2,253.0
2023-03-15,New_York,0,35,10,5,1,19,0,0.0
2023-03-15,New_York,1,50,13,8,3,22,3,390.49
2023-03-15,New_York,2,28,7,3,0,18,0,0.0
2023-03-15,New_York,3,29,8,3,0,18,1,91.09
2023-03-15,New_York,4,39,11,5,1,22,1,172.08
2023-03-15,New_York,5,42,12,6,2,22,3,435.22
2023-03-15,New_York,6,45,13,7,2,23,1,166.17
2023-03-15,New_York,7,85,29,16,10,30,1,172.61
2023-03-15,New_York,8,96,34,19,11,32,2,205.39
2023-03-15,New_York,9,129,33,37,23,36,5,621.2
2023-03-15,New_York,10,143,37,44,24,38,5,717.2
2023-03-15,New_York,11,127,32,41,20,34,7,850.87
2023-03-15,New_York,12,101,25,29,17,30,4,595.1
2023-03-15,New_York,13,66,12,19,7,28,0,0.0
2023-03-15,New_York,14,62,13,16,6,27,4,641.62
2023-03-15,New_York,15,45,8,11,6,20,2,239.11
2023-03-15,New_York,16,41,6,9,3,23,2,291.13
2023-03-15,New_York,17,84,20,23,12,29,3,398.34
2023-03-15,New_York,18,89,30,16,10,33,1,107.48
2023-03-15,New_York,19,165,62,35,22,46,3,406.79999999999995
2023-03-15,New_York,20,185,70,40,27,48,3,380.93
2023-03-15,New_York,21,228,108,54,21,41,4,530.77
2023-03-15,New_York,22,121,44,26,15,36,5,680.36
2023-03-15,New_York,23,70,24,15,6,25,1,141.73
2023-03-15,Philadelphia,0,15,2,0,0,12,0,0.0
2023-03-15,Philadelphia,1,19,3,2,0,14,1,157.07
2023-03-15,Philadelphia,2,16,3,1,0,12,1,136.59
2023-03-15,Philadelphia,3,16,2,0,0,14,0,0.0
2023-03-15,Philadelphia,4,14,1,0,0,13,0,0.0
2023-03-15,Philadelphia,5,21,4,2,0,15,1,169.59
2023-03-15,Philadelphia,6,16,2,1,0,13,0,0.0
2023-03-15,Philadelphia,7,22,4,2,0,16,0,0.0
2023-03-15,Philadelphia,8,32,8,4,0,20,0,0.0
2023-03-15,Philadelphia,9,44,6,11,4,23,1,122.57
2023-03-15,Philadelphia,10,45,6,12,4,23,2,262.26
2023-03-15,Philadelphia,11,43,6,12,1,24,2,206.37
2023-03-15,Philadelphia,12,58,21,9,0,22,0,0.0
2023-03-15,Philadelphia,13,27,2,5,0,20,1,102.93
2023-03-15,Philadelphia,14,23,2,3,0,18,1,169.24
2023-03-15,Philadelphia,15,30,4,6,1,19,0,0.0
2023-03-15,Philadelphia,16,21,1,4,0,16,0,0.0
2023-03-15,Philadelphia,17,20,1,3,0,16,1,127.96
2023-03-15,Philadelphia,18,45,13,7,1,24,3,409.51
2023-03-15,Philadelphia,19,58,18,10,5,25,1,161.02
2023-03-15,Philadelphia,20,72,25,14,7,26,2,226.58
2023-03-15,Philadelphia,21,54,17,9,3,25,1,172.27
2023-03-15,Philadelphia,22,36,11,6,0,19,1,94.58
2023-03-15,Philadelphia,23,25,5,0,0,20,0,0.0
2023-03-15,Phoenix,0,13,0,0,0,12,0,0.0
2023-03-15,Phoenix,1,14,1,0,0,13,0,0.0
2023-03-15,Phoenix,2,16,1,1,0,14,1,126.42
2023-03-15,Phoenix,3,10,1,0,0,9,0,0.0
2023-03-15,Phoenix,4,8,0,0,0,8,0,0.0
2023-03-15,Phoenix,5,6,0,0,0,6,1,142.45
2023-03-15,Phoenix,6,10,1,0,0,9,2,186.48000000000002
2023-03-15,Phoenix,7,19,2,2,0,15,0,0.0
2023-03-15,Phoenix,8,28,7,2,0,19,1,101.8
2023-03-15,Phoenix,9,30,4,5,3,18,1,174.36
2023-03-15,Phoenix,10,42,5,11,2,24,2,263.33
2023-03-15,Phoenix,11,32,3,7,1,21,0,0.0
2023-03-15,Phoenix,12,22,1,3,0,18,0,0.0
2023-03-15,Phoenix,13,16,1,2,0,13,2,217.16000000000003
2023-03-15,Phoenix,14,13,0,1,0,12,0,0.0
2023-03-15,Phoenix,15,12,0,1,0,11,2,207.74
2023-03-15,Phoenix,16,175,111,46,0,10,6,1013.18
2023-03-15,Phoenix,17,22,1,4,1,16,2,243.85000000000002
2023-03-15,Phoenix,18,31,5,3,0,23,2,218.7
2023-03-15,Phoenix,19,36,8,3,2,23,0,0.0
2023-03-15,Phoenix,20,44,13,7,2,22,0,0.0
2023-03-15,Phoenix,21,40,11,7,2,20,4,595.66
2023-03-15,Phoenix,22,26,4,2,1,19,0,0.0
2023-03-15,Phoenix,23,15,2,2,0,11,0,0.0
2023-03-16,Atlanta,0,6,0,0,0,6,0,0.0
2023-03-16,Atlanta,1,11,1,0,0,10,0,0.0
2023-03-16,Atlanta,2,15,2,0,0,13,1,92.2
2023-03-16,Atlanta,3,10,0,0,0,10,1,132.41
2023-03-16,Atlanta,4,8,2,0,0,6,0,0.0
2023-03-16,Atlanta,5,8,0,0,0,8,1,179.58
2023-03-16,Atlanta,6,11,0,0,0,11,1,128.97
2023-03-16,Atlanta,7,17,2,0,0,15,0,0.0
2023-03-16,Atlanta,8,11,1,0,0,10,0,0.0
2023-03-16,Atlanta,9,25,3,4,0,18,1,95.39
2023-03-16,Atlanta,10,31,3,7,0,21,1,144.16
2023-03-16,Atlanta,11,38,6,8,4,20,1,122.51
2023-03-16,Atlanta,12,31,3,6,2,20,0,0.0
2023-03-16,Atlanta,13,14,1,1,1,11,0,0.0
2023-03-16,Atlanta,14,14,0,1,0,13,0,0.0
2023-03-16,Atlanta,15,11,0,1,0,9,0,0.0
2023-03-16,Atlanta,16,13,1,3,0,9,0,0.0
2023-03-16,Atlanta,17,12,0,1,0,11,2,271.28
2023-03-16,Atlanta,18,38,9,2,2,23,0,0.0
2023-03-16,Atlanta,19,45,12,7,1,25,1,136.73
2023-03-16,Atlanta,20,44,12,6,3,23,1,100.14
2023-03-16,Atlanta,21,48,16,5,0,23,0,0.0
2023-03-16,Atlanta,22,39,10,6,1,21,2,213.05
2023-03-16,Atlanta,23,34,8,3,0,23,0,0.0
2023-03-16,Chicago,0,21,3,0,0,18,0,0.0
2023-03-16,Chicago,1,14,1,0,0,10,0,0.0
2023-03-16,Chicago,2,17,2,0,0,15,1,135.34
2023-03-16,Chicago,3,17,2,0,0,15,1,131.68
2023-03-16,Chicago,4,16,1,0,0,15,1,94.43
2023-03-16,Chicago,5,22,5,3,0,14,0,0.0
2023-03-16,Chicago,6,22,4,2,0,16,1,120.41
2023-03-16,Chicago,7,34,10,2,0,22,1,152.84
2023-03-16,Chicago,8,46,14,8,2,22,0,0.0
2023-03-16,Chicago,9,60,12,16,7,25,2,267.41999999999996
2023-03-16,Chicago,10,61,14,15,8,24,2,333.77
2023-03-16,Chicago,11,51,8,14,6,23,1,135.62
2023-03-16,Chicago,12,46,7,13,2,24,1,114.44
2023-03-16,Chicago,13,27,1,7,1,18,2,294.44
2023-03-16,Chicago,14,24,3,4,1,16,0,0.0
2023-03-16,Chicago,15,28,5,3,0,18,2,326.68
2023-03-16,Chicago,16,38,6,8,3,21,0,0.0
2023-03-16,Chicago,17,34,5,6,0,23,0,0.0
2023-03-16,Chicago,18,65,24,12,3,23,2,300.01
2023-03-16,Chicago,19,83,29,15,9,30,3,387.99
2023-03-16,Chicago,20,79,28,15,7,29,5,611.35
2023-03-16,Chicago,21,91,35,19,8,27,1,172.17
2023-03-16,Chicago,22,64,22,12,3,23,1,148.76
2023-03-16,Chicago,23,24,5,2,0,17,1,95.22
2023-03-16,Dallas,0,13,0,0,0,13,0,0.0
2023-03-16,Dallas,1,14,1,0,0,12,0,0.0
2023-03-16,Dallas,2,14,1,0,0,13,2,218.55
2023-03-16,Dallas,3,11,1,0,0,10,1,128.27
2023-03-16,Dallas,4,12,1,0,0,11,0,0.0
2023-03-16,Dallas,5,11,1,0,0,10,0,0.0
2023-03-16,Dallas,6,13,0,0,0,13,0,0.0
2023-03-16,Dallas,7,17,3,1,0,13,0,0.0
2023-03-16,Dallas,8,40,11,5,1,23,0,0.0
2023-03-16,Dallas,9,36,4,8,3,21,0,0.0
2023-03-16,Dallas,10,37,4,7,3,23,1,93.62
2023-03-16,Dallas,11,43,6,11,3,23,1,141.17
2023-03-16,Dallas,12,25,2,3,2,18,1,141.12
2023-03-16,Dallas,13,18,1,1,0,16,0,0.0
2023-03-16,Dallas,14,15,0,2,0,13,0,0.0
2023-03-16,Dallas,15,14,1,1,0,10,0,0.0
2023-03-16,Dallas,16,6,0,0,0,6,0,0.0
2023-03-16,Dallas,17,14,0,1,0,13,0,0.0
2023-03-16,Dallas,18,37,11,4,1,18,0,0.0
2023-03-16,Dallas,19,55,16,9,4,26,2,282.39
2023-03-16,Dallas,20,67,22,11,7,27,0,0.0
2023-03-16,Dallas,21,41,11,5,2,22,2,290.0
2023-03-16,Dallas,22,45,14,6,1,22,5,666.71
2023-03-16,Dallas,23,22,3,2,0,17,1,120.08
2023-03-16,Houston,0,9,2,0,0,7,0,0.0
2023-03-16,Houston,1,9,1,0,0,8,0,0.0
2023-03-16,Houston,2,8,0,0,0,8,0,0.0
2023-03-16,Houston,3,16,1,0,0,15,0,0.0
2023-03-16,Houston,4,7,0,0,0,7,0,0.0
2023-03-16,Houston,5,9,1,0,0,8,0,0.0
2023-03-16,Houston,6,21,4,1,0,16,0,0.0
2023-03-16,Houston,7,21,4,1,0,16,0,0.0
2023-03-16,Houston,8,23,5,3,0,15,0,0.0
2023-03-16,Houston,9,31,3,6,2,20,0,0.0
2023-03-16,Houston,10,42,7,10,4,21,0,0.0
2023-03-16,Houston,11,35,4,7,2,22,1,156.71
2023-03-16,Houston,12,36,8,8,2,18,3,403.43
2023-03-16,Houston,13,20,1,2,0,17,2,282.16
2023-03-16,Houston,14,17,0,2,0,15,1,134.82
2023-03-16,Houston,15,20,0,3,0,16,0,0.0
2023-03-16,Houston,16,14,0,1,0,13,1,158.22
2023-03-16,Houston,17,19,1,3,0,15,0,0.0
2023-03-16,Houston,18,52,16,7,2,25,0,0.0
2023-03-16,Houston,19,55,17,11,3,24,1,122.42
2023-03-16,Houston,20,71,24,13,8,26,3,456.56
2023-03-16,Houston,21,60,21,10,3,24,4,588.6700000000001
2023-03-16,Houston,22,76,36,14,0,22,2,292.01
2023-03-16,Houston,23,23,4,2,0,16,0,0.0
2023-03-16,Los_Angeles,0,31,8,3,0,20,0,0.0
2023-03-16,Los_Angeles,1,45,14,7,0,22,1,126.28
2023-03-16,Los_Angeles,2,29,8,2,1,18,1,158.18
2023-03-16,Los_Angeles,3,26,6,1,0,19,0,0.0
2023-03-16,Los_Angeles,4,35,8,2,1,24,1,95.78
2023-03-16,Los_Angeles,5,29,4,3,0,22,0,0.0
2023-03-16,Los_Angeles,6,41,11,6,1,23,3,351.75
2023-03-16,Los_Angeles,7,61,21,11,4,25,2,245.6
2023-03-16,Los_Angeles,8,88,30,17,10,31,2,255.43
2023-03-16,Los_Angeles,9,118,28,35,18,37,3,387.21000000000004
2023-03-16,Los_Angeles,10,122,33,37,21,31,3,399.2
2023-03-16,Los_Angeles,11,99,25,30,14,30,1,120.6
2023-03-16,Los_Angeles,12,76,18,21,11,26,1,100.38
2023-03-16,Los_Angeles,13,53,11,12,5,25,2,263.37
2023-03-16,Los_Angeles,14,41,5,11,3,22,1,101.49
2023-03-16,Los_Angeles,15,32,6,5,1,17,0,0.0
2023-03-16,Los_Angeles,16,32,4,7,1,20,1,136.77
2023-03-16,Los_Angeles,17,54,10,14,6,24,0,0.0
2023-03-16,Los_Angeles,18,90,32,18,8,28,2,229.72
2023-03-16,Los_Angeles,19,140,51,30,19,40,5,605.6700000000001
2023-03-16,Los_Angeles,20,179,66,37,27,49,2,331.53
2023-03-16,Los_Angeles,21,154,60,33,17,39,4,631.99
2023-03-16,Los_Angeles,22,116,43,22,12,34,1,119.47
2023-03-16,Los_Angeles,23,54,16,9,4,25,1,172.03
2023-03-16,New_York,0,60,23,10,2,21,5,625.8
2023-03-16,New_York,1,52,15,8,2,25,0,0.0
2023-03-16,New_York,2,51,16,7,3,25,0,0.0
2023-03-16,New_York,3,53,16,8,5,24,1,160.09
2023-03-16,New_York,4,42,12,6,2,22,0,0.0
2023-03-16,New_York,5,51,17,8,2,24,1,96.4
2023-03-16,New_York,6,46,14,8,4,20,1,95.9
2023-03-16,New_York,7,67,23,11,6,27,2,246.87
2023-03-16,New_York,8,102,34,21,14,33,0,0.0
2023-03-16,New_York,9,149,38,46,26,39,5,529.51
2023-03-16,New_York,10,143,36,47,24,36,5,758.0899999999999
2023-03-16,New_York,11,124,32,38,20,34,4,505.09000000000003
2023-03-16,New_York,12,89,21,27,14,27,2,325.81
2023-03-16,New_York,13,69,16,18,10,25,2,226.76999999999998
2023-03-16,New_York,14,52,8,15,5,24,5,741.79
2023-03-16,New_York,15,56,12,15,4,25,2,207.41000000000003
2023-03-16,New_York,16,60,12,16,7,25,3,506.99
2023-03-16,New_York,17,78,18,23,9,28,2,315.4
2023-03-16,New_York,18,156,64,33,17,38,5,656.7
2023-03-16,New_York,19,176,64,39,27,46,4,587.3299999999999
2023-03-16,New_York,20,209,80,49,31,49,5,645.36
2023-03-16,New_York,21,176,65,41,26,44,6,730.0500000000001
2023-03-16,New_York,22,164,65,36,19,41,3,349.01
