date,dma,sessions,direct_sessions,organic_sessions,paid_sessions,social_sessions,conversions,revenue
2023-02-27,Los_Angeles,1634,465,358,170,635,41,5669.4
2023-02-27,New_York,2293,730,538,290,720,53,7156.02
2023-02-27,Philadelphia,811,169,136,42,459,15,1756.94
2023-02-27,Phoenix,533,90,59,11,370,17,2367.1
2023-02-28,Atlanta,551,97,66,19,363,13,1751.55
2023-02-28,Chicago,995,237,178,69,503,27,3635.56
2023-02-28,Dallas,606,115,73,16,391,15,1945.33
2023-02-28,Houston,648,125,87,28,397,13,1767.27
2023-02-28,Los_Angeles,1645,470,352,173,632,36,4746.98
2023-02-28,New_York,2183,674,502,268,725,48,6238.01
2023-02-28,Philadelphia,814,176,128,40,453,26,3514.48
2023-02-28,Phoenix,618,109,77,14,411,18,2341.27
2023-03-01,Atlanta,576,99,66,21,386,14,2064.78
2023-03-01,Chicago,949,226,158,61,495,27,3470.82
2023-03-01,Dallas,606,124,80,18,379,16,2076.22
2023-03-01,Houston,622,116,86,24,391,16,2221.07
2023-03-01,Los_Angeles,1652,484,357,175,624,35,4622.6
2023-03-01,New_York,2146,682,495,251,707,60,8181.51
2023-03-01,Philadelphia,753,151,113,32,451,17,2358.09
2023-03-01,Phoenix,572,104,72,12,379,15,1956.53
2023-03-02,Atlanta,676,143,93,22,409,17,2327.98
2023-03-02,Chicago,958,226,160,68,495,17,2151.7
2023-03-02,Dallas,632,113,84,24,409,8,995.01
2023-03-02,Houston,641,123,81,24,406,16,2077.24
2023-03-02,Los_Angeles,1613,462,347,167,630,53,6930.06
2023-03-02,New_York,2160,665,504,268,717,66,9175.28
2023-03-02,Philadelphia,776,157,125,39,452,21,2816.65
2023-03-02,Phoenix,534,84,52,10,386,19,2492.9
2023-03-03,Atlanta,603,107,74,20,395,12,1683.91
2023-03-03,Chicago,1059,268,186,83,511,34,4698.73
2023-03-03,Dallas,645,132,90,26,390,14,1709.05
2023-03-03,Houston,708,141,104,33,424,19,2369.5699999999997
2023-03-03,Los_Angeles,1768,537,382,192,648,65,8743.37
2023-03-03,New_York,2333,752,544,289,734,47,6043.4800000000005
2023-03-03,Philadelphia,875,198,149,52,459,22,3154.77
2023-03-03,Phoenix,613,116,78,18,391,20,2727.24
2023-03-04,Atlanta,475,65,45,7,354,14,1960.7
2023-03-04,Chicago,752,144,111,28,460,18,2395.44
2023-03-04,Dallas,516,78,54,15,364,11,1445.11
2023-03-04,Houston,721,213,116,14,367,21,2728.53
2023-03-04,Los_Angeles,1365,372,284,137,561,34,4373.54
2023-03-04,New_York,1826,554,403,205,652,44,6014.65
2023-03-04,Philadelphia,654,128,100,27,395,7,988.73
2023-03-04,Phoenix,452,54,48,5,341,11,1512.86
2023-03-05,Atlanta,449,61,33,6,344,6,814.72
2023-03-05,Chicago,749,166,116,38,419,21,2817.5
2023-03-05,Dallas,502,71,54,11,355,9,1245.56
2023-03-05,Houston,602,153,78,8,347,27,3469.19
2023-03-05,Los_Angeles,1284,343,253,113,562,31,4197.56
2023-03-05,New_York,1712,497,376,185,645,35,4731.27
2023-03-05,Philadelphia,583,102,71,17,386,15,2140.58
2023-03-05,Phoenix,454,62,41,7,343,13,1828.05
2023-03-06,Atlanta,547,89,61,16,375,10,1437.09
2023-03-06,Chicago,922,211,154,63,486,18,2773.09
2023-03-06,Dallas,739,212,111,25,381,21,2926.08
2023-03-06,Houston,630,117,90,24,395,18,2638.08
2023-03-06,Los_Angeles,1599,455,343,173,623,44,6016.29
2023-03-06,New_York,2015,614,463,244,684,29,3944.61
2023-03-06,Philadelphia,767,166,124,38,431,21,2785.31
2023-03-06,Phoenix,490,67,50,7,363,15,1953.6200000000001
2023-03-07,Atlanta,541,95,67,16,361,11,1440.77
2023-03-07,Chicago,947,217,171,71,483,31,4037.06
2023-03-07,Dallas,639,139,86,17,385,21,2963.64
2023-03-07,Houston,736,172,108,24,419,16,2156.5099999999998
2023-03-07,Los_Angeles,1625,483,348,165,613,39,5262.32
2023-03-07,New_York,2141,673,488,259,709,51,6910.1900000000005
2023-03-07,Philadelphia,895,230,149,51,453,26,3640.8
2023-03-07,Phoenix,554,87,64,9,387,14,1863.78
2023-03-08,Atlanta,599,115,81,14,382,14,1869.73
2023-03-08,Chicago,922,218,156,55,487,22,3098.97
2023-03-08,Dallas,613,107,89,20,395,11,1507.93
2023-03-08,Houston,745,173,106,25,431,15,2021.62
2023-03-08,Los_Angeles,1576,455,346,153,613,40,5574.96
2023-03-08,New_York,2298,735,545,282,718,56,7538.85
2023-03-08,Philadelphia,731,145,118,29,435,16,2087.73
2023-03-08,Phoenix,540,89,58,10,377,9,1252.01
2023-03-09,Atlanta,544,90,66,16,368,11,1456.54
2023-03-09,Chicago,932,215,153,56,498,25,3375.02
2023-03-09,Dallas,605,111,75,14,394,18,2482.38
2023-03-09,Houston,708,156,109,30,401,10,1341.03
2023-03-09,Los_Angeles,1653,478,350,171,639,44,5737.110000000001
2023-03-09,New_York,2210,702,508,261,714,53,7445.91
2023-03-09,Philadelphia,822,187,122,45,453,22,2925.69
2023-03-09,Phoenix,523,86,57,12,360,9,1203.51
2023-03-10,Atlanta,626,115,84,25,396,13,1853.14
2023-03-10,Chicago,972,229,179,64,499,28,3614.03
2023-03-10,Dallas,671,131,95,31,407,21,2794.0299999999997
2023-03-10,Houston,681,134,93,25,424,16,2118.48
2023-03-10,Los_Angeles,1703,497,372,188,636,39,5200.8
2023-03-10,New_York,2385,761,569,302,745,55,7671.34
2023-03-10,Philadelphia,836,188,141,51,449,20,2829.7200000000003
2023-03-10,Phoenix,586,111,76,16,371,20,2751.53
2023-03-11,Atlanta,523,86,51,11,356,12,1410.14
2023-03-11,Chicago,977,277,172,49,456,35,4543.72
2023-03-11,Dallas,548,105,61,14,355,12,1570.29
2023-03-11,Houston,593,116,69,12,376,18,2314.08
2023-03-11,Los_Angeles,1367,390,271,111,575,33,4270.87
2023-03-11,New_York,2036,671,455,218,662,48,6242.97
2023-03-11,Philadelphia,707,149,102,21,418,20,2743.21
2023-03-11,Phoenix,479,67,44,8,347,12,1440.69
2023-03-12,Atlanta,501,69,50,10,367,16,2223.05
2023-03-12,Chicago,726,153,107,33,426,25,3364.87
2023-03-12,Dallas,499,72,54,10,359,15,1932.78
2023-03-12,Houston,530,90,63,10,358,9,1207.6499999999999
2023-03-12,Los_Angeles,1279,343,253,112,563,29,3774.57
2023-03-12,New_York,1727,522,374,174,642,51,6826.69
2023-03-12,Philadelphia,586,107,76,19,379,16,2240.55
2023-03-12,Phoenix,434,48,38,7,338,12,1776.1
2023-03-13,Atlanta,534,93,66,15,359,9,1239.27
2023-03-13,Chicago,961,236,170,60,482,24,3347.79
2023-03-13,Dallas,628,118,91,18,396,13,1930.46
2023-03-13,Houston,691,138,102,26,413,18,2457.48
2023-03-13,Los_Angeles,1569,472,327,145,610,37,4987.03
2023-03-13,New_York,2102,640,483,255,712,47,6017.2
2023-03-13,Philadelphia,856,219,138,39,440,34,4568.22
2023-03-13,Phoenix,557,85,71,15,381,16,2360.9
2023-03-14,Atlanta,555,89,70,12,384,14,1803.3
2023-03-14,Chicago,949,220,175,62,488,27,3806.81
2023-03-14,Dallas,619,106,86,23,403,10,1226.49
2023-03-14,Houston,626,118,82,29,394,13,1820.26
2023-03-14,Los_Angeles,1531,435,324,157,608,44,5712.099999999999
2023-03-14,New_York,2151,661,497,267,720,64,8577.7
2023-03-14,Philadelphia,789,173,117,31,464,19,2458.35
2023-03-14,Phoenix,526,86,62,13,363,10,1170.8
2023-03-15,Atlanta,707,189,110,16,387,29,3683.31
2023-03-15,Chicago,907,206,153,61,484,24,3222.0099999999998
2023-03-15,Dallas,649,118,85,23,420,14,1970.83
2023-03-15,Houston,637,109,84,30,412,15,2105.62
2023-03-15,Los_Angeles,1570,441,338,167,623,44,6337.47
2023-03-15,New_York,2105,661,487,249,700,61,8235.69
2023-03-15,Philadelphia,772,167,123,26,449,19,2518.54
2023-03-15,Phoenix,680,182,109,14,366,26,3491.13
2023-03-16,Atlanta,534,92,61,14,359,13,1616.42
2023-03-16,Chicago,984,246,176,60,488,28,3822.57
2023-03-16,Dallas,620,114,77,27,393,16,2081.91
2023-03-16,Houston,694,160,104,26,394,18,2595.0
2023-03-16,Los_Angeles,1745,518,373,184,651,37,4832.45
2023-03-16,New_York,2297,723,543,287,731,63,8310.37
2023-03-16,Philadelphia,769,169,115,48,430,22,2943.24
2023-03-16,Phoenix,586,104,65,13,400,20,2735.32
2023-03-17,Atlanta,629,120,89,26,388,12,1632.49
2023-03-17,Chicago,1038,279,190,61,501,28,4119.92
2023-03-17,Dallas,689,132,100,26,430,17,2213.07
2023-03-17,Houston,760,179,127,29,416,20,2559.21
2023-03-17,Los_Angeles,1754,523,387,189,651,41,5517.02
2023-03-17,New_York,2307,725,541,292,740,61,8552.68
2023-03-17,Philadelphia,813,174,136,39,462,17,2246.86
2023-03-17,Phoenix,583,98,67,18,398,13,1749.1100000000001
2023-03-18,Atlanta,499,78,56,11,349,10,1403.05
2023-03-18,Chicago,758,157,115,35,447,20,2433.36
2023-03-18,Dallas,515,80,60,15,356,16,2194.66
2023-03-18,Houston,584,98,77,18,383,18,2388.62
2023-03-18,Los_Angeles,1348,365,272,121,577,44,6456.5
2023-03-18,New_York,1823,544,406,206,663,55,7357.65
2023-03-18,Philadelphia,610,105,78,16,407,18,2606.39
2023-03-18,Phoenix,473,62,40,8,359,11,1413.6
2023-03-19,Atlanta,481,79,45,9,331,12,1596.96
2023-03-19,Chicago,764,158,112,34,452,17,2306.44
2023-03-19,Dallas,492,86,46,7,341,14,1725.16
2023-03-19,Houston,678,176,103,14,372,16,2121.02
2023-03-19,Los_Angeles,1450,444,299,118,569,26,3455.91
2023-03-19,New_York,1831,584,389,187,650,36,4794.099999999999
2023-03-19,Philadelphia,650,127,81,22,405,23,2956.89
2023-03-19,Phoenix,461,61,50,3,341,11,1376.59
2023-03-20,Atlanta,532,92,56,19,351,10,1464.74
2023-03-20,Chicago,969,234,172,66,485,22,3055.14
2023-03-20,Dallas,620,110,78,22,403,14,1792.85
2023-03-20,Houston,610,100,79,28,397,17,2287.25
2023-03-20,Los_Angeles,1633,461,364,167,635,39,5121.26
2023-03-20,New_York,2140,665,486,269,708,65,8958.4
2023-03-20,Philadelphia,805,170,136,31,456,22,2943.15
2023-03-20,Phoenix,563,112,64,7,370,8,947.03
2023-03-21,Atlanta,546,91,66,19,368,9,1249.6599999999999
2023-03-21,Chicago,902,199,161,62,477,19,2778.36
2023-03-21,Dallas,581,106,71,16,380,10,1325.25
2023-03-21,Houston,692,140,98,34,412,9,1252.08
2023-03-21,Los_Angeles,1580,465,330,159,610,37,4923.7
2023-03-21,New_York,2112,652,483,251,720,70,9268.07
2023-03-21,Philadelphia,786,174,122,47,437,15,2035.06
2023-03-21,Phoenix,582,91,75,20,390,13,1628.4
2023-03-22,Atlanta,587,107,78,22,374,9,1201.33
2023-03-22,Chicago,875,199,152,59,461,20,2670.42
2023-03-22,Dallas,648,122,89,23,409,15,1860.25
2023-03-22,Houston,653,126,99,28,400,8,982.88
2023-03-22,Los_Angeles,1626,471,348,173,632,45,6060.11
2023-03-22,New_York,2150,657,492,273,720,51,6561.69
2023-03-22,Philadelphia,666,124,97,28,415,10,1456.09
2023-03-22,Phoenix,546,86,62,14,381,13,1636.24
2023-03-23,Atlanta,729,169,112,18,419,23,2990.77
2023-03-23,Chicago,982,238,172,66,499,23,3110.23
2023-03-23,Dallas,613,122,79,18,381,19,2514.8
2023-03-23,Houston,701,135,99,32,425,17,2051.19
2023-03-23,Los_Angeles,1672,489,366,182,628,43,5928.7
2023-03-23,New_York,2294,728,530,289,736,54,7448.22
2023-03-23,Philadelphia,801,168,122,43,463,18,2389.11
2023-03-23,Phoenix,530,92,69,12,355,15,1973.4
2023-03-24,Atlanta,615,114,91,19,385,9,1430.57
2023-03-24,Chicago,1010,248,181,74,499,23,3310.69
2023-03-24,Dallas,691,134,105,27,418,21,2854.37
2023-03-24,Houston,678,126,102,26,421,19,2494.94
2023-03-24,Los_Angeles,1813,538,394,211,656,37,4898.14
2023-03-24,New_York,2413,787,567,301,743,61,8129.42
2023-03-24,Philadelphia,830,189,130,52,449,24,3144.7400000000002
2023-03-24,Phoenix,576,103,70,15,380,17,2407.46
2023-03-25,Atlanta,685,182,104,12,376,10,1350.77
2023-03-25,Chicago,878,208,145,53,453,14,1821.05
2023-03-25,Dallas,535,92,63,7,358,9,1277.13
2023-03-25,Houston,588,116,75,15,368,15,1956.01
2023-03-25,Los_Angeles,1420,406,292,130,570,40,5362.63
2023-03-25,New_York,1918,599,417,209,669,46,6471.72
2023-03-25,Philadelphia,804,234,131,27,394,18,2349.05
2023-03-25,Phoenix,437,64,41,5,314,11,1447.51
2023-03-26,Atlanta,456,66,46,8,333,12,1592.0
2023-03-26,Chicago,839,219,142,33,428,26,3550.66
2023-03-26,Dallas,523,75,51,12,383,11,1720.13
2023-03-26,Houston,558,94,65,12,382,11,1518.01
2023-03-26,Los_Angeles,1364,376,279,121,581,43,5669.5
2023-03-26,New_York,1824,581,401,186,639,50,6722.75
2023-03-26,Philadelphia,635,135,89,21,380,14,2119.02
2023-03-26,Phoenix,494,68,52,6,364,7,1012.6
2023-03-27,Atlanta,587,97,77,19,386,13,1696.76
2023-03-27,Chicago,986,253,171,61,486,24,3360.92
2023-03-27,Dallas,615,118,89,20,380,13,1814.54
2023-03-27,Houston,655,131,86,19,405,11,1534.13
2023-03-27,Los_Angeles,1640,493,357,166,605,41,5711.17
2023-03-27,New_York,2211,704,511,259,720,57,7945.66
2023-03-27,Philadelphia,767,166,116,35,434,19,2505.97
2023-03-27,Phoenix,535,85,64,16,367,7,864.48
2023-03-28,Atlanta,538,85,62,10,378,11,1417.22
2023-03-28,Chicago,955,227,165,51,500,20,2921.31
2023-03-28,Dallas,646,124,88,24,404,15,1839.5900000000001
2023-03-28,Houston,648,121,91,21,411,20,2816.05
2023-03-28,Los_Angeles,1672,481,364,182,638,39,5080.2
2023-03-28,New_York,2137,656,489,262,721,55,7426.0599999999995
2023-03-28,Philadelphia,1027,325,197,36,454,26,3544.14
2023-03-28,Phoenix,544,89,62,10,377,17,2293.62
2023-03-29,Atlanta,598,112,77,14,393,19,2328.8
2023-03-29,Chicago,1122,343,205,58,510,33,4791.79
2023-03-29,Dallas,589,103,81,19,384,13,1614.33
2023-03-29,Houston,682,140,95,22,421,13,1851.48
2023-03-29,Los_Angeles,1625,461,351,171,641,40,5161.38
2023-03-29,New_York,2102,642,487,253,718,56,7140.93
2023-03-29,Philadelphia,740,157,114,36,430,16,2151.79
2023-03-29,Phoenix,506,74,59,10,361,10,1464.42
2023-03-30,Atlanta,581,99,80,20,378,12,1485.18
2023-03-30,Chicago,980,234,180,63,493,27,3826.85
2023-03-30,Dallas,627,110,85,30,398,18,2252.84
2023-03-30,Houston,689,137,101,26,417,18,2369.91
2023-03-30,Los_Angeles,1683,489,366,174,646,36,4555.1
2023-03-30,New_York,2232,689,522,285,732,42,5928.72
2023-03-30,Philadelphia,810,171,131,44,464,23,3077.2599999999998
2023-03-30,Phoenix,574,100,65,15,388,13,1771.71
2023-03-31,Atlanta,620,117,77,19,399,14,1732.1
2023-03-31,Chicago,1118,293,203,79,531,31,3985.13
2023-03-31,Dallas,624,120,93,17,390,16,2048.68
2023-03-31,Houston,727,132,111,34,448,21,2669.57
2023-03-31,Los_Angeles,1830,580,402,182,657,56,7763.51
2023-03-31,New_York,2380,762,561,304,739,56,7272.13
2023-03-31,Philadelphia,824,178,134,48,459,17,2400.69
2023-03-31,Phoenix,588,105,64,21,393,15,2039.5
2023-04-01,Atlanta,442,58,38,4,342,10,1288.5
2023-04-01,Chicago,663,122,88,27,426,19,2715.73
2023-04-01,Dallas,514,86,56,9,363,12,1547.59
2023-04-01,Houston,567,113,72,12,366,14,1878.01
2023-04-01,Los_Angeles,1298,345,263,127,562,23,3178.12
2023-04-01,New_York,1708,499,374,191,644,40,5294.96
2023-04-01,Philadelphia,599,110,77,21,391,16,2270.88
2023-04-01,Phoenix,436,62,40,9,325,13,1947.13
2023-04-02,Atlanta,460,69,45,6,335,8,1183.94
2023-04-02,Chicago,755,169,119,41,420,24,3299.0
2023-04-02,Dallas,586,130,78,11,358,13,1774.44
2023-04-02,Houston,530,100,65,7,350,13,1741.8
2023-04-02,Los_Angeles,1200,315,228,103,549,24,3312.63
2023-04-02,New_York,1599,465,341,172,612,31,4241.77
2023-04-02,Philadelphia,574,103,74,22,371,9,1203.94
2023-04-02,Phoenix,431,48,41,5,337,9,1255.62
2023-04-03,Atlanta,764,233,118,13,390,26,3537.96
2023-04-03,Chicago,886,203,146,56,477,21,2638.5499999999997
2023-04-03,Dallas,595,112,76,11,387,16,2161.02
2023-04-03,Houston,608,106,86,17,394,21,2894.3
2023-04-03,Los_Angeles,1544,447,340,150,602,33,4511.04
2023-04-03,New_York,2031,622,462,252,687,50,6885.39
2023-04-03,Philadelphia,651,127,92,31,397,16,2328.6
2023-04-03,Phoenix,478,69,47,7,350,17,2175.13
2023-04-04,Atlanta,559,98,64,17,371,12,1664.88
2023-04-04,Chicago,898,200,150,55,485,19,2572.62
2023-04-04,Dallas,767,233,125,16,376,18,2380.42
2023-04-04,Houston,594,111,71,14,390,18,2432.49
2023-04-04,Los_Angeles,1596,449,351,162,625,49,6680.97
2023-04-04,New_York,2048,639,468,235,691,55,7431.95
2023-04-04,Philadelphia,710,149,110,39,407,14,1851.42
2023-04-04,Phoenix,499,83,54,10,349,15,1872.53
2023-04-05,Atlanta,548,88,68,16,368,13,1864.3700000000001
2023-04-05,Chicago,934,211,167,61,488,27,3679.51
2023-04-05,Dallas,587,108,78,20,377,17,2399.56
2023-04-05,Houston,624,105,80,19,413,16,2229.1
2023-04-05,Los_Angeles,1534,439,322,149,614,40,5072.67
2023-04-05,New_York,1977,604,434,227,695,46,6176.22
2023-04-05,Philadelphia,691,129,99,25,427,24,3186.84
2023-04-05,Phoenix,565,113,69,12,362,15,2048.96
2023-04-06,Atlanta,574,98,74,15,378,16,2196.0
2023-04-06,Chicago,908,212,160,56,468,18,2518.07
2023-04-06,Dallas,632,112,88,27,401,20,2790.21
2023-04-06,Houston,620,107,83,21,401,12,1545.26
2023-04-06,Los_Angeles,1659,497,361,168,620,43,5779.06
2023-04-06,New_York,2197,711,510,254,702,50,6589.66
2023-04-06,Philadelphia,775,166,117,51,435,20,2689.09
2023-04-06,Phoenix,558,100,61,15,373,13,1794.93
2023-04-07,Atlanta,591,110,73,16,381,15,2198.44
2023-04-07,Chicago,1037,256,184,78,506,26,3341.65
2023-04-07,Dallas,635,123,89,19,397,19,2411.06
2023-04-07,Houston,696,131,102,38,421,23,3118.3
2023-04-07,Los_Angeles,1753,532,386,182,638,42,6140.25
2023-04-07,New_York,2167,679,496,260,713,43,5542.82
2023-04-07,Philadelphia,792,164,122,37,458,24,3245.36
2023-04-07,Phoenix,565,108,72,14,360,11,1392.25
2023-04-08,Atlanta,447,47,43,5,351,10,1419.1100000000001
2023-04-08,Chicago,738,145,111,33,449,20,2585.46
2023-04-08,Dallas,489,75,60,7,342,18,2392.95
2023-04-08,Houston,485,72,51,9,348,9,1170.5
2023-04-08,Los_Angeles,1301,355,261,112,563,33,4520.2300000000005
2023-04-08,New_York,1772,548,394,181,640,50,6873.59
2023-04-08,Philadelphia,587,106,70,24,383,11,1490.11
2023-04-08,Phoenix,436,59,45,7,323,10,1250.96
2023-04-09,Atlanta,469,70,44,11,339,11,1492.0
2023-04-09,Chicago,731,148,114,37,426,12,1705.7
2023-04-09,Dallas,497,70,47,9,366,12,1650.91
2023-04-09,Houston,514,69,57,14,369,13,1725.27
2023-04-09,Los_Angeles,1207,312,230,98,558,28,3913.94
2023-04-09,New_York,1588,458,339,161,620,41,5735.26
2023-04-09,Philadelphia,589,95,71,18,400,11,1508.87
2023-04-09,Phoenix,482,88,51,7,329,10,1270.0
2023-04-10,Atlanta,559,103,65,15,361,18,2407.41
2023-04-10,Chicago,949,237,167,55,468,20,2587.19
2023-04-10,Dallas,612,117,83,19,375,19,2510.08
2023-04-10,Houston,632,120,87,22,386,18,2203.28
2023-04-10,Los_Angeles,1648,504,346,156,617,44,5817.11
2023-04-10,New_York,2091,651,483,245,701,50,6897.0
2023-04-10,Philadelphia,744,162,104,30,426,12,1643.04
2023-04-10,Phoenix,561,104,65,11,369,7,930.46
2023-04-11,Atlanta,524,84,55,12,366,12,1779.34
2023-04-11,Chicago,913,209,147,49,502,29,4026.07
2023-04-11,Dallas,568,96,76,17,373,19,2649.5099999999998
2023-04-11,Houston,644,121,90,22,400,12,1498.25
2023-04-11,Los_Angeles,1609,506,348,145,600,32,4285.39
2023-04-11,New_York,2016,624,455,229,699,53,7184.23
2023-04-11,Philadelphia,758,162,111,37,438,21,2753.21
2023-04-11,Phoenix,505,85,49,10,357,15,2201.22
2023-04-12,Atlanta,523,76,57,12,377,6,903.46
2023-04-12,Chicago,898,233,155,47,458,27,3514.54
2023-04-12,Dallas,526,80,65,10,370,11,1386.03
2023-04-12,Houston,607,111,82,22,392,17,2332.37
2023-04-12,Los_Angeles,1520,427,312,159,620,34,4696.49
2023-04-12,New_York,1929,580,434,231,682,53,7272.89
2023-04-12,Philadelphia,703,151,106,33,413,22,2914.05
2023-04-12,Phoenix,525,96,58,8,358,11,1534.99
2023-04-13,Atlanta,490,74,52,7,353,5,563.48
2023-04-13,Chicago,954,230,158,62,489,24,3339.56
2023-04-13,Dallas,620,117,88,22,373,19,2640.57
2023-04-13,Houston,665,121,88,30,421,16,2306.86
2023-04-13,Los_Angeles,1660,487,356,173,626,41,5791.03
2023-04-13,New_York,2147,674,501,254,702,53,7355.8
2023-04-13,Philadelphia,766,172,116,30,438,15,1918.7
2023-04-13,Phoenix,534,98,59,12,350,11,1339.63
2023-04-14,Atlanta,612,102,79,15,406,15,2132.34
2023-04-14,Chicago,1011,254,180,67,495,30,3758.46
2023-04-14,Dallas,627,113,82,20,402,14,1666.61
2023-04-14,Houston,641,126,89,23,390,19,2585.0
2023-04-14,Los_Angeles,1677,479,369,180,646,31,4202.13
2023-04-14,New_York,2229,691,516,287,725,53,7147.31
2023-04-14,Philadelphia,810,176,128,46,451,20,2556.96
2023-04-14,Phoenix,572,97,62,15,389,15,1944.32
2023-04-15,Atlanta,570,139,78,5,339,20,2758.7400000000002
2023-04-15,Chicago,777,168,117,37,442,15,1849.64
2023-04-15,Dallas,506,75,51,10,364,12,1531.27
2023-04-15,Houston,523,87,63,11,355,11,1406.09
2023-04-15,Los_Angeles,1366,372,269,121,598,38,5331.86
2023-04-15,New_York,1766,529,392,190,642,57,7902.36
2023-04-15,Philadelphia,639,125,86,22,402,9,1293.83
2023-04-15,Phoenix,449,57,36,5,345,13,1757.53
2023-04-16,Atlanta,584,136,73,5,351,19,2470.35
2023-04-16,Chicago,748,159,113,29,429,16,2126.69
2023-04-16,Dallas,565,106,64,10,373,14,1853.21
2023-04-16,Houston,501,76,58,10,353,16,2428.5
2023-04-16,Los_Angeles,1233,325,241,104,548,28,3912.84
2023-04-16,New_York,1726,538,371,174,624,40,5771.42
2023-04-16,Philadelphia,643,137,80,26,381,17,2390.2
2023-04-16,Phoenix,450,58,41,4,335,11,1406.56
2023-04-17,Atlanta,552,99,63,12,370,16,2279.2200000000003
2023-04-17,Chicago,944,225,163,63,486,32,4078.01
2023-04-17,Dallas,592,105,75,18,392,9,1130.54
2023-04-17,Houston,616,110,73,17,410,11,1588.15
2023-04-17,Los_Angeles,1607,484,335,148,631,45,5902.36
2023-04-17,New_York,2064,649,466,234,703,38,5175.54
2023-04-17,Philadelphia,729,138,108,32,448,18,2383.18
2023-04-17,Phoenix,528,76,59,13,374,15,2072.8
2023-04-18,Atlanta,548,91,65,15,373,16,2211.2200000000003
2023-04-18,Chicago,915,224,151,58,475,20,2593.04
2023-04-18,Dallas,545,88,69,6,378,14,2017.42
2023-04-18,Houston,609,106,87,21,388,18,2350.8
2023-04-18,Los_Angeles,1495,420,319,158,592,29,3745.7599999999998
2023-04-18,New_York,1953,591,427,227,702,25,3288.4
2023-04-18,Philadelphia,709,148,101,34,421,12,1540.5900000000001
2023-04-18,Phoenix,437,65,40,7,318,14,1870.0
2023-04-19,Atlanta,544,87,67,15,374,20,2509.93
2023-04-19,Chicago,905,203,151,55,494,16,2265.38
2023-04-19,Dallas,661,151,93,17,394,14,1831.57
2023-04-19,Houston,573,103,83,17,367,14,2081.45
2023-04-19,Los_Angeles,1498,417,320,158,603,37,4861.56
2023-04-19,New_York,1961,588,442,229,702,44,5987.77
2023-04-19,Philadelphia,653,121,96,30,403,24,3297.29
2023-04-19,Phoenix,496,72,55,7,360,7,934.61
2023-04-20,Atlanta,536,88,60,12,372,11,1359.86
2023-04-20,Chicago,970,248,175,60,477,17,2380.21
2023-04-20,Dallas,647,121,90,32,398,12,1495.21
2023-04-20,Houston,614,112,87,18,393,18,2472.44
2023-04-20,Los_Angeles,1604,466,341,169,617,34,4614.24
2023-04-20,New_York,2059,630,472,251,699,59,7738.79
2023-04-20,Philadelphia,746,158,113,32,439,12,1641.4299999999998
2023-04-20,Phoenix,545,96,64,10,366,16,2236.23
2023-04-21,Atlanta,572,105,66,13,380,13,1866.82
2023-04-21,Chicago,974,243,165,67,486,32,4322.9
2023-04-21,Dallas,739,171,113,22,419,22,3201.66
2023-04-21,Houston,695,140,105,28,413,24,3053.46
2023-04-21,Los_Angeles,1758,525,396,182,640,47,6506.0
2023-04-21,New_York,2118,649,496,266,702,43,5895.08
2023-04-21,Philadelphia,808,172,129,42,457,21,2677.28
2023-04-21,Phoenix,553,90,64,14,379,15,2115.31
2023-04-22,Atlanta,514,82,56,9,363,14,1998.23
2023-04-22,Chicago,737,159,112,37,422,23,2950.2
2023-04-22,Dallas,505,77,68,9,350,11,1492.84
2023-04-22,Houston,571,97,79,14,373,12,1537.11
2023-04-22,Los_Angeles,1315,356,266,110,583,36,4515.59
2023-04-22,New_York,1757,519,393,194,645,49,6463.34
2023-04-22,Philadelphia,635,114,87,24,409,11,1464.33
2023-04-22,Phoenix,427,44,35,3,340,9,1121.29
2023-04-23,Atlanta,458,67,39,7,341,8,1098.16
2023-04-23,Chicago,754,160,118,34,437,23,2994.3
2023-04-23,Dallas,500,73,58,11,355,12,1626.23
2023-04-23,Houston,592,134,75,12,367,7,987.4
2023-04-23,Los_Angeles,1260,339,257,102,552,32,4326.77
2023-04-23,New_York,1549,430,333,168,616,39,5299.28
2023-04-23,Philadelphia,596,109,82,18,386,12,1688.18
2023-04-23,Phoenix,476,110,57,2,300,12,1465.59
2023-04-24,Atlanta,586,120,75,11,376,11,1529.25
2023-04-24,Chicago,841,178,136,51,471,24,3468.37
2023-04-24,Dallas,600,110,74,18,390,13,1844.79
2023-04-24,Houston,595,100,80,19,393,8,1018.73
2023-04-24,Los_Angeles,1533,439,323,141,615,45,5855.12
2023-04-24,New_York,2033,621,461,243,695,42,5748.7
2023-04-24,Philadelphia,665,126,91,32,410,19,2754.7
2023-04-24,Phoenix,489,78,52,15,338,15,2167.33
2023-04-25,Atlanta,574,98,74,14,375,18,2460.49
2023-04-25,Chicago,1034,269,189,63,498,20,2723.83
2023-04-25,Dallas,665,145,94,17,397,7,895.24
2023-04-25,Houston,721,185,110,19,386,23,2975.94
2023-04-25,Los_Angeles,1565,447,336,157,619,47,6446.47
2023-04-25,New_York,2047,639,459,235,694,51,6750.07
2023-04-25,Philadelphia,777,180,123,36,421,16,2283.7
2023-04-25,Phoenix,506,79,58,7,354,9,1146.4
2023-04-26,Atlanta,558,95,68,22,373,14,2153.46
2023-04-26,Chicago,853,195,153,53,452,25,3140.74
2023-04-26,Dallas,643,149,94,18,379,15,2028.84
