airing_id,date,timestamp,network,network_type,daypart,program,dma,duration_seconds,creative_id,impressions,reach_pct,frequency,cost,cpm,is_national,is_holiday
A004136,2023-02-27,2023-02-27 08:15:00,NBC,broadcast,early_morning,Chicago Fire,Phoenix,15,creative_B_product,1037,0.0478,0.01,6.35,5.6,True,False
A004137,2023-02-27,2023-02-27 08:15:00,NBC,broadcast,early_morning,Chicago Fire,Philadelphia,15,creative_B_product,1695,0.0385,0.01,9.52,5.6,True,False
A004138,2023-02-27,2023-02-27 08:15:00,NBC,broadcast,early_morning,Chicago Fire,Dallas,15,creative_B_product,1642,0.0532,0.01,8.47,5.6,True,False
A004139,2023-02-27,2023-02-27 08:15:00,NBC,broadcast,early_morning,Chicago Fire,Atlanta,15,creative_B_product,1416,0.0512,0.01,7.41,5.6,True,False
A004140,2023-02-27,2023-02-27 09:30:00,NBC,broadcast,daytime,The Voice,Chicago,30,creative_B_product,27391,0.0988,0.06,314.24,12.08,False,False
A004141,2023-02-28,2023-02-28 20:15:00,FOX,broadcast,primetime,The Masked Singer,New_York,15,creative_A_brand,21741,0.1972,0.01,326.73,15.36,True,False
A004142,2023-02-28,2023-02-28 20:15:00,FOX,broadcast,primetime,The Masked Singer,Los_Angeles,15,creative_A_brand,14771,0.2376,0.01,237.62,15.36,True,False
A004143,2023-02-28,2023-02-28 20:15:00,FOX,broadcast,primetime,The Masked Singer,Chicago,15,creative_A_brand,9609,0.2572,0.01,148.51,15.36,True,False
A004144,2023-02-28,2023-02-28 20:15:00,FOX,broadcast,primetime,The Masked Singer,Houston,15,creative_A_brand,7492,0.204,0.01,118.81,15.36,True,False
A004145,2023-02-28,2023-02-28 20:15:00,FOX,broadcast,primetime,The Masked Singer,Phoenix,15,creative_A_brand,6365,0.262,0.01,89.11,15.36,True,False
A004146,2023-02-28,2023-02-28 20:15:00,FOX,broadcast,primetime,The Masked Singer,Philadelphia,15,creative_A_brand,7883,0.2494,0.01,133.66,15.36,True,False
A004147,2023-02-28,2023-02-28 20:15:00,FOX,broadcast,primetime,The Masked Singer,Dallas,15,creative_A_brand,7133,0.1825,0.01,118.81,15.36,True,False
A004148,2023-02-28,2023-02-28 20:15:00,FOX,broadcast,primetime,The Masked Singer,Atlanta,15,creative_A_brand,6463,0.2042,0.01,103.96,15.36,True,False
A004149,2023-02-28,2023-02-28 15:00:00,CNN,cable,daytime,Anderson Cooper 360,New_York,60,creative_B_product,10623,0.0761,0.01,175.3,17.95,True,False
A004150,2023-02-28,2023-02-28 15:00:00,CNN,cable,daytime,Anderson Cooper 360,Los_Angeles,60,creative_B_product,7394,0.1026,0.01,127.49,17.95,True,False
A004151,2023-02-28,2023-02-28 15:00:00,CNN,cable,daytime,Anderson Cooper 360,Chicago,60,creative_B_product,4843,0.0796,0.01,79.68,17.95,True,False
A004152,2023-02-28,2023-02-28 15:00:00,CNN,cable,daytime,Anderson Cooper 360,Houston,60,creative_B_product,3554,0.0965,0.01,63.75,17.95,True,False
A004153,2023-02-28,2023-02-28 15:00:00,CNN,cable,daytime,Anderson Cooper 360,Phoenix,60,creative_B_product,2529,0.0936,0.01,47.81,17.95,True,False
A004154,2023-02-28,2023-02-28 15:00:00,CNN,cable,daytime,Anderson Cooper 360,Philadelphia,60,creative_B_product,3801,0.084,0.01,71.71,17.95,True,False
A004155,2023-02-28,2023-02-28 15:00:00,CNN,cable,daytime,Anderson Cooper 360,Dallas,60,creative_B_product,3510,0.0911,0.01,63.75,17.95,True,False
A004156,2023-02-28,2023-02-28 15:00:00,CNN,cable,daytime,Anderson Cooper 360,Atlanta,60,creative_B_product,3076,0.0898,0.01,55.78,17.95,True,False
A004157,2023-02-28,2023-02-28 01:45:00,ABC,broadcast,late_night,Station 19,New_York,60,creative_A_brand,6217,0.0708,0.01,64.55,9.98,True,False
A004158,2023-02-28,2023-02-28 01:45:00,ABC,broadcast,late_night,Station 19,Los_Angeles,60,creative_A_brand,4906,0.0558,0.01,46.94,9.98,True,False
A004159,2023-02-28,2023-02-28 01:45:00,ABC,broadcast,late_night,Station 19,Chicago,60,creative_A_brand,2816,0.0606,0.01,29.34,9.98,True,False
A004160,2023-02-28,2023-02-28 01:45:00,ABC,broadcast,late_night,Station 19,Houston,60,creative_A_brand,2154,0.0508,0.01,23.47,9.98,True,False
A004161,2023-02-28,2023-02-28 01:45:00,ABC,broadcast,late_night,Station 19,Phoenix,60,creative_A_brand,1650,0.0666,0.01,17.6,9.98,True,False
A004162,2023-02-28,2023-02-28 01:45:00,ABC,broadcast,late_night,Station 19,Philadelphia,60,creative_A_brand,2653,0.0483,0.01,26.41,9.98,True,False
A004163,2023-02-28,2023-02-28 01:45:00,ABC,broadcast,late_night,Station 19,Dallas,60,creative_A_brand,2434,0.0582,0.01,23.47,9.98,True,False
A004164,2023-02-28,2023-02-28 01:45:00,ABC,broadcast,late_night,Station 19,Atlanta,60,creative_A_brand,2062,0.0531,0.01,20.54,9.98,True,False
A004165,2023-02-28,2023-02-28 14:30:00,TNT,cable,daytime,AEW Dynamite,New_York,15,creative_A_brand,7855,0.0752,0.01,34.39,4.47,True,False
A004166,2023-02-28,2023-02-28 14:30:00,TNT,cable,daytime,AEW Dynamite,Los_Angeles,15,creative_A_brand,5045,0.0726,0.01,25.01,4.47,True,False
A004167,2023-02-28,2023-02-28 14:30:00,TNT,cable,daytime,AEW Dynamite,Chicago,15,creative_A_brand,3431,0.0802,0.01,15.63,4.47,True,False
A004168,2023-02-28,2023-02-28 14:30:00,TNT,cable,daytime,AEW Dynamite,Houston,15,creative_A_brand,2605,0.0942,0.01,12.5,4.47,True,False
A004169,2023-02-28,2023-02-28 14:30:00,TNT,cable,daytime,AEW Dynamite,Phoenix,15,creative_A_brand,2305,0.0784,0.01,9.38,4.47,True,False
A004170,2023-02-28,2023-02-28 14:30:00,TNT,cable,daytime,AEW Dynamite,Philadelphia,15,creative_A_brand,3176,0.0763,0.01,14.07,4.47,True,False
A004171,2023-02-28,2023-02-28 14:30:00,TNT,cable,daytime,AEW Dynamite,Dallas,15,creative_A_brand,3040,0.0825,0.01,12.5,4.47,True,False
A004172,2023-02-28,2023-02-28 14:30:00,TNT,cable,daytime,AEW Dynamite,Atlanta,15,creative_A_brand,2632,0.0822,0.01,10.94,4.47,True,False
A004173,2023-02-28,2023-02-28 12:15:00,CNN,cable,daytime,Anderson Cooper 360,Philadelphia,30,creative_A_brand,21116,0.0773,0.06,271.97,11.71,False,False
A004174,2023-02-28,2023-02-28 22:30:00,ABC,broadcast,primetime,The Bachelor,New_York,30,creative_A_brand,28763,0.269,0.01,1337.76,49.23,True,False
A004175,2023-02-28,2023-02-28 22:30:00,ABC,broadcast,primetime,The Bachelor,Los_Angeles,30,creative_A_brand,21311,0.2174,0.01,972.92,49.23,True,False
A004176,2023-02-28,2023-02-28 22:30:00,ABC,broadcast,primetime,The Bachelor,Chicago,30,creative_A_brand,13053,0.2621,0.01,608.07,49.23,True,False
A004177,2023-02-28,2023-02-28 22:30:00,ABC,broadcast,primetime,The Bachelor,Houston,30,creative_A_brand,10300,0.2181,0.01,486.46,49.23,True,False
A004178,2023-02-28,2023-02-28 22:30:00,ABC,broadcast,primetime,The Bachelor,Phoenix,30,creative_A_brand,6766,0.2529,0.01,364.84,49.23,True,False
A004179,2023-02-28,2023-02-28 22:30:00,ABC,broadcast,primetime,The Bachelor,Philadelphia,30,creative_A_brand,12121,0.2126,0.01,547.27,49.23,True,False
A004180,2023-02-28,2023-02-28 22:30:00,ABC,broadcast,primetime,The Bachelor,Dallas,30,creative_A_brand,9192,0.2094,0.01,486.46,49.23,True,False
A004181,2023-02-28,2023-02-28 22:30:00,ABC,broadcast,primetime,The Bachelor,Atlanta,30,creative_A_brand,8788,0.2085,0.01,425.65,49.23,True,False
A004182,2023-02-28,2023-02-28 13:00:00,TBS,cable,sports,American Dad,New_York,30,creative_A_brand,28318,0.2758,0.01,1163.67,42.21,True,False
A004183,2023-02-28,2023-02-28 13:00:00,TBS,cable,sports,American Dad,Los_Angeles,30,creative_A_brand,18774,0.314,0.01,846.31,42.21,True,False
A004184,2023-02-28,2023-02-28 13:00:00,TBS,cable,sports,American Dad,Chicago,30,creative_A_brand,11862,0.2496,0.01,528.94,42.21,True,False
A004185,2023-02-28,2023-02-28 13:00:00,TBS,cable,sports,American Dad,Houston,30,creative_A_brand,9022,0.313,0.01,423.15,42.21,True,False
A004186,2023-02-28,2023-02-28 13:00:00,TBS,cable,sports,American Dad,Phoenix,30,creative_A_brand,7310,0.3303,0.01,317.36,42.21,True,False
A004187,2023-02-28,2023-02-28 13:00:00,TBS,cable,sports,American Dad,Philadelphia,30,creative_A_brand,10995,0.2983,0.01,476.05,42.21,True,False
A004188,2023-02-28,2023-02-28 13:00:00,TBS,cable,sports,American Dad,Dallas,30,creative_A_brand,9837,0.3181,0.01,423.15,42.21,True,False
A004189,2023-02-28,2023-02-28 13:00:00,TBS,cable,sports,American Dad,Atlanta,30,creative_A_brand,8518,0.3557,0.01,370.26,42.21,True,False
A004190,2023-02-28,2023-02-28 12:15:00,TNT,cable,sports,NBA Basketball,Phoenix,15,creative_C_testimonial,102684,0.2871,0.12,2704.07,27.11,False,False
A004191,2023-02-28,2023-02-28 20:45:00,CNN,cable,primetime,Anderson Cooper 360,New_York,15,creative_A_brand,24989,0.2589,0.01,183.88,8.07,True,False
A004192,2023-02-28,2023-02-28 20:45:00,CNN,cable,primetime,Anderson Cooper 360,Los_Angeles,15,creative_A_brand,15445,0.2293,0.01,133.73,8.07,True,False
A004193,2023-02-28,2023-02-28 20:45:00,CNN,cable,primetime,Anderson Cooper 360,Chicago,15,creative_A_brand,10043,0.2191,0.01,83.58,8.07,True,False
A004194,2023-02-28,2023-02-28 20:45:00,CNN,cable,primetime,Anderson Cooper 360,Houston,15,creative_A_brand,8012,0.2102,0.01,66.86,8.07,True,False
A004195,2023-02-28,2023-02-28 20:45:00,CNN,cable,primetime,Anderson Cooper 360,Phoenix,15,creative_A_brand,6267,0.1973,0.01,50.15,8.07,True,False
A004196,2023-02-28,2023-02-28 20:45:00,CNN,cable,primetime,Anderson Cooper 360,Philadelphia,15,creative_A_brand,9391,0.2051,0.01,75.22,8.07,True,False
A004197,2023-02-28,2023-02-28 20:45:00,CNN,cable,primetime,Anderson Cooper 360,Dallas,15,creative_A_brand,7936,0.2465,0.01,66.86,8.07,True,False
A004198,2023-02-28,2023-02-28 20:45:00,CNN,cable,primetime,Anderson Cooper 360,Atlanta,15,creative_A_brand,6567,0.2143,0.01,58.51,8.07,True,False
A004199,2023-02-28,2023-02-28 00:00:00,FOX,broadcast,late_night,Next Level Chef,New_York,15,creative_B_product,19021,0.0561,0.03,76.98,3.87,False,False
A004200,2023-02-28,2023-02-28 20:15:00,TNT,cable,primetime,AEW Dynamite,Chicago,30,creative_A_brand,64075,0.2154,0.06,1114.23,18.11,False,False
A004201,2023-02-28,2023-02-28 13:45:00,NBC,broadcast,daytime,The Voice,New_York,15,creative_D_promo,5957,0.0952,0.01,36.89,6.18,True,False
A004202,2023-02-28,2023-02-28 13:45:00,NBC,broadcast,daytime,The Voice,Los_Angeles,15,creative_D_promo,4705,0.0857,0.01,26.83,6.18,True,False
A004203,2023-02-28,2023-02-28 13:45:00,NBC,broadcast,daytime,The Voice,Chicago,15,creative_D_promo,2857,0.0935,0.01,16.77,6.18,True,False
A004204,2023-02-28,2023-02-28 13:45:00,NBC,broadcast,daytime,The Voice,Houston,15,creative_D_promo,2356,0.0863,0.01,13.41,6.18,True,False
A004205,2023-02-28,2023-02-28 13:45:00,NBC,broadcast,daytime,The Voice,Phoenix,15,creative_D_promo,1569,0.1039,0.01,10.06,6.18,True,False
A004206,2023-02-28,2023-02-28 13:45:00,NBC,broadcast,daytime,The Voice,Philadelphia,15,creative_D_promo,2222,0.0769,0.01,15.09,6.18,True,False
A004207,2023-02-28,2023-02-28 13:45:00,NBC,broadcast,daytime,The Voice,Dallas,15,creative_D_promo,1989,0.1024,0.0,13.41,6.18,True,False
A004208,2023-02-28,2023-02-28 13:45:00,NBC,broadcast,daytime,The Voice,Atlanta,15,creative_D_promo,1713,0.103,0.0,11.74,6.18,True,False
A004209,2023-02-28,2023-02-28 23:30:00,CBS,broadcast,late_night,Blue Bloods,New_York,30,creative_A_brand,5200,0.0702,0.01,43.42,8.22,True,False
A004210,2023-02-28,2023-02-28 23:30:00,CBS,broadcast,late_night,Blue Bloods,Los_Angeles,30,creative_A_brand,3624,0.0646,0.01,31.58,8.22,True,False
A004211,2023-02-28,2023-02-28 23:30:00,CBS,broadcast,late_night,Blue Bloods,Chicago,30,creative_A_brand,2500,0.0701,0.01,19.74,8.22,True,False
A004212,2023-02-28,2023-02-28 23:30:00,CBS,broadcast,late_night,Blue Bloods,Houston,30,creative_A_brand,2002,0.062,0.01,15.79,8.22,True,False
A004213,2023-02-28,2023-02-28 23:30:00,CBS,broadcast,late_night,Blue Bloods,Phoenix,30,creative_A_brand,1556,0.0679,0.01,11.84,8.22,True,False
A004214,2023-02-28,2023-02-28 23:30:00,CBS,broadcast,late_night,Blue Bloods,Philadelphia,30,creative_A_brand,2254,0.0488,0.01,17.76,8.22,True,False
A004215,2023-02-28,2023-02-28 23:30:00,CBS,broadcast,late_night,Blue Bloods,Dallas,30,creative_A_brand,1872,0.0632,0.01,15.79,8.22,True,False
A004216,2023-02-28,2023-02-28 23:30:00,CBS,broadcast,late_night,Blue Bloods,Atlanta,30,creative_A_brand,1688,0.0557,0.01,13.82,8.22,True,False
A004217,2023-02-28,2023-02-28 21:45:00,CBS,broadcast,sports,Blue Bloods,New_York,30,creative_A_brand,31894,0.3519,0.01,1566.12,46.12,True,False
A004218,2023-02-28,2023-02-28 21:45:00,CBS,broadcast,sports,Blue Bloods,Los_Angeles,30,creative_A_brand,23466,0.3281,0.01,1139.0,46.12,True,False
A004219,2023-02-28,2023-02-28 21:45:00,CBS,broadcast,sports,Blue Bloods,Chicago,30,creative_A_brand,14771,0.2781,0.01,711.87,46.12,True,False
A004220,2023-02-28,2023-02-28 21:45:00,CBS,broadcast,sports,Blue Bloods,Houston,30,creative_A_brand,11880,0.3297,0.01,569.5,46.12,True,False
A004221,2023-02-28,2023-02-28 21:45:00,CBS,broadcast,sports,Blue Bloods,Phoenix,30,creative_A_brand,9367,0.346,0.01,427.12,46.12,True,False
A004222,2023-02-28,2023-02-28 21:45:00,CBS,broadcast,sports,Blue Bloods,Philadelphia,30,creative_A_brand,13357,0.323,0.01,640.69,46.12,True,False
A004223,2023-02-28,2023-02-28 21:45:00,CBS,broadcast,sports,Blue Bloods,Dallas,30,creative_A_brand,12974,0.2582,0.01,569.5,46.12,True,False
A004224,2023-02-28,2023-02-28 21:45:00,CBS,broadcast,sports,Blue Bloods,Atlanta,30,creative_A_brand,10590,0.2979,0.01,498.31,46.12,True,False
A004225,2023-02-28,2023-02-28 23:15:00,CBS,broadcast,late_night,Blue Bloods,New_York,30,creative_B_product,4476,0.0549,0.01,33.62,8.06,True,False
A004226,2023-02-28,2023-02-28 23:15:00,CBS,broadcast,late_night,Blue Bloods,Los_Angeles,30,creative_B_product,3104,0.0715,0.01,24.45,8.06,True,False
A004227,2023-02-28,2023-02-28 23:15:00,CBS,broadcast,late_night,Blue Bloods,Chicago,30,creative_B_product,1932,0.0654,0.01,15.28,8.06,True,False
A004228,2023-02-28,2023-02-28 23:15:00,CBS,broadcast,late_night,Blue Bloods,Houston,30,creative_B_product,1500,0.0494,0.01,12.22,8.06,True,False
A004229,2023-02-28,2023-02-28 23:15:00,CBS,broadcast,late_night,Blue Bloods,Phoenix,30,creative_B_product,1205,0.0488,0.01,9.17,8.06,True,False
A004230,2023-02-28,2023-02-28 23:15:00,CBS,broadcast,late_night,Blue Bloods,Philadelphia,30,creative_B_product,1775,0.0486,0.01,13.75,8.06,True,False
A004231,2023-02-28,2023-02-28 23:15:00,CBS,broadcast,late_night,Blue Bloods,Dallas,30,creative_B_product,1627,0.0518,0.01,12.22,8.06,True,False
A004232,2023-02-28,2023-02-28 23:15:00,CBS,broadcast,late_night,Blue Bloods,Atlanta,30,creative_B_product,1331,0.0623,0.01,10.7,8.06,True,False
A004233,2023-02-28,2023-02-28 22:00:00,ABC,broadcast,primetime,The Bachelor,New_York,60,creative_A_brand,20557,0.2605,0.01,1580.26,71.74,True,False
A004234,2023-02-28,2023-02-28 22:00:00,ABC,broadcast,primetime,The Bachelor,Los_Angeles,60,creative_A_brand,15158,0.1971,0.01,1149.28,71.74,True,False
A004235,2023-02-28,2023-02-28 22:00:00,ABC,broadcast,primetime,The Bachelor,Chicago,60,creative_A_brand,9467,0.2628,0.01,718.3,71.74,True,False
A004236,2023-02-28,2023-02-28 22:00:00,ABC,broadcast,primetime,The Bachelor,Houston,60,creative_A_brand,8334,0.2492,0.01,574.64,71.74,True,False
A004237,2023-02-28,2023-02-28 22:00:00,ABC,broadcast,primetime,The Bachelor,Phoenix,60,creative_A_brand,5859,0.2618,0.01,430.98,71.74,True,False
A004238,2023-02-28,2023-02-28 22:00:00,ABC,broadcast,primetime,The Bachelor,Philadelphia,60,creative_A_brand,9532,0.2476,0.01,646.47,71.74,True,False
A004239,2023-02-28,2023-02-28 22:00:00,ABC,broadcast,primetime,The Bachelor,Dallas,60,creative_A_brand,8764,0.213,0.01,574.64,71.74,True,False
A004240,2023-02-28,2023-02-28 22:00:00,ABC,broadcast,primetime,The Bachelor,Atlanta,60,creative_A_brand,7164,0.2619,0.01,502.81,71.74,True,False
A004241,2023-03-01,2023-03-01 20:15:00,CBS,broadcast,primetime,Survivor,New_York,30,creative_A_brand,91736,0.1972,0.04,3382.84,36.87,False,False
A004242,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,New_York,15,creative_B_product,27951,0.2128,0.01,311.54,11.57,True,False
A004243,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Los_Angeles,15,creative_B_product,21308,0.2397,0.01,226.58,11.57,True,False
A004244,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Chicago,15,creative_B_product,13087,0.2489,0.01,141.61,11.57,True,False
A004245,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Houston,15,creative_B_product,9558,0.2231,0.01,113.29,11.57,True,False
A004246,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Phoenix,15,creative_B_product,6885,0.2063,0.01,84.97,11.57,True,False
A004247,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Philadelphia,15,creative_B_product,11632,0.2605,0.01,127.45,11.57,True,False
A004248,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Dallas,15,creative_B_product,10234,0.2219,0.01,113.29,11.57,True,False
A004249,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Atlanta,15,creative_B_product,7862,0.1851,0.01,99.13,11.57,True,False
A004250,2023-03-01,2023-03-01 16:00:00,FOX,broadcast,early_fringe,Next Level Chef,Phoenix,30,creative_C_testimonial,36051,0.1089,0.11,733.26,19.9,False,False
A004251,2023-03-01,2023-03-01 12:45:00,TBS,cable,daytime,American Dad,New_York,60,creative_A_brand,9406,0.1077,0.01,94.69,10.91,True,False
A004252,2023-03-01,2023-03-01 12:45:00,TBS,cable,daytime,American Dad,Los_Angeles,60,creative_A_brand,6042,0.0971,0.01,68.86,10.91,True,False
A004253,2023-03-01,2023-03-01 12:45:00,TBS,cable,daytime,American Dad,Chicago,60,creative_A_brand,4021,0.0896,0.01,43.04,10.91,True,False
A004254,2023-03-01,2023-03-01 12:45:00,TBS,cable,daytime,American Dad,Houston,60,creative_A_brand,3260,0.0854,0.01,34.43,10.91,True,False
A004255,2023-03-01,2023-03-01 12:45:00,TBS,cable,daytime,American Dad,Phoenix,60,creative_A_brand,2577,0.0974,0.01,25.82,10.91,True,False
A004256,2023-03-01,2023-03-01 12:45:00,TBS,cable,daytime,American Dad,Philadelphia,60,creative_A_brand,3730,0.0807,0.01,38.74,10.91,True,False
A004257,2023-03-01,2023-03-01 12:45:00,TBS,cable,daytime,American Dad,Dallas,60,creative_A_brand,2946,0.0862,0.01,34.43,10.91,True,False
A004258,2023-03-01,2023-03-01 12:45:00,TBS,cable,daytime,American Dad,Atlanta,60,creative_A_brand,2908,0.1058,0.01,30.13,10.91,True,False
A004259,2023-03-01,2023-03-01 12:45:00,FOX,broadcast,sports,The Masked Singer,Phoenix,30,creative_B_product,96969,0.311,0.1,5339.94,59.79,False,False
A004260,2023-03-01,2023-03-01 22:15:00,NBC,broadcast,primetime,The Voice,Dallas,30,creative_C_testimonial,67012,0.2217,0.08,2239.06,33.92,False,False
A004261,2023-03-01,2023-03-01 21:15:00,TBS,cable,primetime,MLB Postseason,New_York,60,creative_B_product,17354,0.2157,0.01,445.87,24.19,True,False
A004262,2023-03-01,2023-03-01 21:15:00,TBS,cable,primetime,MLB Postseason,Los_Angeles,60,creative_B_product,12362,0.1829,0.01,324.27,24.19,True,False
A004263,2023-03-01,2023-03-01 21:15:00,TBS,cable,primetime,MLB Postseason,Chicago,60,creative_B_product,8640,0.2349,0.01,202.67,24.19,True,False
A004264,2023-03-01,2023-03-01 21:15:00,TBS,cable,primetime,MLB Postseason,Houston,60,creative_B_product,6981,0.2394,0.01,162.13,24.19,True,False
A004265,2023-03-01,2023-03-01 21:15:00,TBS,cable,primetime,MLB Postseason,Phoenix,60,creative_B_product,4638,0.2062,0.01,121.6,24.19,True,False
A004266,2023-03-01,2023-03-01 21:15:00,TBS,cable,primetime,MLB Postseason,Philadelphia,60,creative_B_product,6981,0.2559,0.01,182.4,24.19,True,False
A004267,2023-03-01,2023-03-01 21:15:00,TBS,cable,primetime,MLB Postseason,Dallas,60,creative_B_product,7033,0.1981,0.01,162.13,24.19,True,False
A004268,2023-03-01,2023-03-01 21:15:00,TBS,cable,primetime,MLB Postseason,Atlanta,60,creative_B_product,5678,0.267,0.01,141.87,24.19,True,False
A004269,2023-03-01,2023-03-01 06:45:00,TNT,cable,early_morning,NBA Basketball,New_York,30,creative_B_product,4588,0.0409,0.01,25.25,5.76,True,False
A004270,2023-03-01,2023-03-01 06:45:00,TNT,cable,early_morning,NBA Basketball,Los_Angeles,30,creative_B_product,3092,0.0517,0.01,18.37,5.76,True,False
A004271,2023-03-01,2023-03-01 06:45:00,TNT,cable,early_morning,NBA Basketball,Chicago,30,creative_B_product,1915,0.0458,0.01,11.48,5.76,True,False
A004272,2023-03-01,2023-03-01 06:45:00,TNT,cable,early_morning,NBA Basketball,Houston,30,creative_B_product,1657,0.054,0.01,9.18,5.76,True,False
A004273,2023-03-01,2023-03-01 06:45:00,TNT,cable,early_morning,NBA Basketball,Phoenix,30,creative_B_product,1179,0.0437,0.01,6.89,5.76,True,False
A004274,2023-03-01,2023-03-01 06:45:00,TNT,cable,early_morning,NBA Basketball,Philadelphia,30,creative_B_product,1915,0.0505,0.01,10.33,5.76,True,False
A004275,2023-03-01,2023-03-01 06:45:00,TNT,cable,early_morning,NBA Basketball,Dallas,30,creative_B_product,1667,0.0443,0.01,9.18,5.76,True,False
A004276,2023-03-01,2023-03-01 06:45:00,TNT,cable,early_morning,NBA Basketball,Atlanta,30,creative_B_product,1345,0.047,0.01,8.04,5.76,True,False
A004277,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,New_York,60,creative_A_brand,15300,0.1886,0.01,470.15,31.13,True,False
A004278,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Los_Angeles,60,creative_A_brand,11718,0.2477,0.01,341.93,31.13,True,False
A004279,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Chicago,60,creative_A_brand,6810,0.2186,0.01,213.7,31.13,True,False
A004280,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Houston,60,creative_A_brand,5928,0.206,0.01,170.96,31.13,True,False
A004281,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Phoenix,60,creative_A_brand,3912,0.2645,0.0,128.22,31.13,True,False
A004282,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Philadelphia,60,creative_A_brand,6560,0.2539,0.01,192.33,31.13,True,False
A004283,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Dallas,60,creative_A_brand,5157,0.1929,0.01,170.96,31.13,True,False
A004284,2023-03-01,2023-03-01 20:45:00,Food_Network,cable,primetime,Chopped,Atlanta,60,creative_A_brand,4349,0.2013,0.01,149.59,31.13,True,False
A004285,2023-03-01,2023-03-01 01:00:00,HGTV,cable,late_night,House Hunters,Phoenix,30,creative_A_brand,16812,0.0571,0.1,92.75,5.51,False,False
A004286,2023-03-02,2023-03-02 22:30:00,ESPN,cable,primetime,General Programming,New_York,30,creative_C_testimonial,17635,0.1946,0.01,208.62,12.04,True,False
A004287,2023-03-02,2023-03-02 22:30:00,ESPN,cable,primetime,General Programming,Los_Angeles,30,creative_C_testimonial,13821,0.2218,0.01,151.72,12.04,True,False
A004288,2023-03-02,2023-03-02 22:30:00,ESPN,cable,primetime,General Programming,Chicago,30,creative_C_testimonial,8026,0.1944,0.01,94.83,12.04,True,False
A004289,2023-03-02,2023-03-02 22:30:00,ESPN,cable,primetime,General Programming,Houston,30,creative_C_testimonial,6033,0.2353,0.01,75.86,12.04,True,False
A004290,2023-03-02,2023-03-02 22:30:00,ESPN,cable,primetime,General Programming,Phoenix,30,creative_C_testimonial,4770,0.2506,0.01,56.9,12.04,True,False
A004291,2023-03-02,2023-03-02 22:30:00,ESPN,cable,primetime,General Programming,Philadelphia,30,creative_C_testimonial,6759,0.2388,0.01,85.34,12.04,True,False
A004292,2023-03-02,2023-03-02 22:30:00,ESPN,cable,primetime,General Programming,Dallas,30,creative_C_testimonial,6035,0.2328,0.01,75.86,12.04,True,False
A004293,2023-03-02,2023-03-02 22:30:00,ESPN,cable,primetime,General Programming,Atlanta,30,creative_C_testimonial,5627,0.191,0.01,66.38,12.04,True,False
A004294,2023-03-02,2023-03-02 22:15:00,ESPN,cable,primetime,General Programming,Atlanta,15,creative_A_brand,71318,0.233,0.09,691.41,8.81,False,False
A004295,2023-03-02,2023-03-02 16:00:00,TNT,cable,early_fringe,AEW Dynamite,New_York,30,creative_B_product,12637,0.1314,0.01,106.03,8.16,True,False
A004296,2023-03-02,2023-03-02 16:00:00,TNT,cable,early_fringe,AEW Dynamite,Los_Angeles,30,creative_B_product,9266,0.0994,0.01,77.11,8.16,True,False
A004297,2023-03-02,2023-03-02 16:00:00,TNT,cable,early_fringe,AEW Dynamite,Chicago,30,creative_B_product,6223,0.0994,0.01,48.19,8.16,True,False
A004298,2023-03-02,2023-03-02 16:00:00,TNT,cable,early_fringe,AEW Dynamite,Houston,30,creative_B_product,5125,0.0984,0.01,38.55,8.16,True,False
A004299,2023-03-02,2023-03-02 16:00:00,TNT,cable,early_fringe,AEW Dynamite,Phoenix,30,creative_B_product,3529,0.1307,0.01,28.92,8.16,True,False
A004300,2023-03-02,2023-03-02 16:00:00,TNT,cable,early_fringe,AEW Dynamite,Philadelphia,30,creative_B_product,5203,0.1064,0.01,43.37,8.16,True,False
A004301,2023-03-02,2023-03-02 16:00:00,TNT,cable,early_fringe,AEW Dynamite,Dallas,30,creative_B_product,4971,0.1336,0.01,38.55,8.16,True,False
A004302,2023-03-02,2023-03-02 16:00:00,TNT,cable,early_fringe,AEW Dynamite,Atlanta,30,creative_B_product,4484,0.1141,0.01,33.74,8.16,True,False
A004303,2023-03-02,2023-03-02 17:45:00,TNT,cable,early_fringe,AEW Dynamite,New_York,30,creative_A_brand,13091,0.1254,0.01,155.72,12.32,True,False
