airing_id,date,timestamp,network,network_type,daypart,dma,creative_id,duration_seconds,impressions,cost,actual_sessions,baseline_sessions,incremental_sessions,incremental_conversions,incremental_revenue,roas,window_records
A000635,2023-01-08,2023-01-08 09:15:00,ESPN,cable,daytime,Philadelphia,creative_A_brand,15,3104,16.62,12.0,14.8,0.0,0,0.0,0.0,4
A000636,2023-01-08,2023-01-08 09:15:00,ESPN,cable,daytime,Dallas,creative_A_brand,15,2624,14.77,19.0,11.3,7.7,0,0.0,0.0,4
A000637,2023-01-08,2023-01-08 09:15:00,ESPN,cable,daytime,Atlanta,creative_A_brand,15,2288,12.92,13.0,10.7,2.3,0,0.0,0.0,4
A000638,2023-01-08,2023-01-08 14:45:00,ESPN,cable,sports,New_York,creative_C_testimonial,15,42040,1033.63,15.0,16.9,0.0,0,0.0,0.0,4
A000639,2023-01-08,2023-01-08 14:45:00,ESPN,cable,sports,Los_Angeles,creative_C_testimonial,15,29722,751.73,47.0,12.2,34.8,0,0.0,0.0,4
A000640,2023-01-08,2023-01-08 14:45:00,ESPN,cable,sports,Chicago,creative_C_testimonial,15,18592,469.83,25.0,6.7,18.3,0,0.0,0.0,4
A000641,2023-01-08,2023-01-08 14:45:00,ESPN,cable,sports,Houston,creative_C_testimonial,15,15378,375.86,16.0,4.7,11.3,1,161.42,0.429,4
A000642,2023-01-08,2023-01-08 14:45:00,ESPN,cable,sports,Phoenix,creative_C_testimonial,15,11175,281.9,6.0,4.0,2.0,0,0.0,0.0,4
A000643,2023-01-08,2023-01-08 14:45:00,ESPN,cable,sports,Philadelphia,creative_C_testimonial,15,17400,422.85,5.0,5.7,0.0,0,0.0,0.0,4
A000644,2023-01-08,2023-01-08 14:45:00,ESPN,cable,sports,Dallas,creative_C_testimonial,15,15681,375.86,17.0,4.4,12.6,2,315.35,0.839,4
A000645,2023-01-08,2023-01-08 14:45:00,ESPN,cable,sports,Atlanta,creative_C_testimonial,15,13219,328.88,16.0,4.2,11.8,0,0.0,0.0,4
A000646,2023-01-08,2023-01-08 13:45:00,ABC,broadcast,sports,New_York,creative_A_brand,30,109437,4821.21,111.0,20.7,90.3,7,1226.77,0.254,4
A000647,2023-01-08,2023-01-08 17:00:00,FOX,broadcast,early_fringe,New_York,creative_B_product,30,11042,212.4,35.0,22.9,12.1,0,0.0,0.0,4
A000648,2023-01-08,2023-01-08 17:00:00,FOX,broadcast,early_fringe,Los_Angeles,creative_B_product,30,7686,154.47,21.0,17.2,3.8,0,0.0,0.0,4
A000649,2023-01-08,2023-01-08 17:00:00,FOX,broadcast,early_fringe,Chicago,creative_B_product,30,5032,96.54,17.0,9.9,7.1,2,329.79,3.416,4
A000650,2023-01-08,2023-01-08 17:00:00,FOX,broadcast,early_fringe,Houston,creative_B_product,30,3930,77.24,10.0,6.7,3.3,0,0.0,0.0,4
A000651,2023-01-08,2023-01-08 17:00:00,FOX,broadcast,early_fringe,Phoenix,creative_B_product,30,3392,57.93,7.0,5.6,1.4,0,0.0,0.0,4
A000652,2023-01-08,2023-01-08 17:00:00,FOX,broadcast,early_fringe,Philadelphia,creative_B_product,30,4810,86.89,11.0,8.0,3.0,0,0.0,0.0,4
A000653,2023-01-08,2023-01-08 17:00:00,FOX,broadcast,early_fringe,Dallas,creative_B_product,30,4633,77.24,16.0,6.3,9.7,0,0.0,0.0,4
A000654,2023-01-08,2023-01-08 17:00:00,FOX,broadcast,early_fringe,Atlanta,creative_B_product,30,3423,67.58,7.0,6.0,1.0,0,0.0,0.0,4
A000655,2023-01-08,2023-01-08 18:00:00,NBC,broadcast,sports,New_York,creative_A_brand,15,28587,660.86,63.0,38.9,24.1,0,0.0,0.0,4
A000656,2023-01-08,2023-01-08 18:00:00,NBC,broadcast,sports,Los_Angeles,creative_A_brand,15,20860,480.63,24.0,30.0,0.0,0,0.0,0.0,4
A000657,2023-01-08,2023-01-08 18:00:00,NBC,broadcast,sports,Chicago,creative_A_brand,15,13842,300.39,24.0,17.1,6.9,0,0.0,0.0,4
A000658,2023-01-08,2023-01-08 18:00:00,NBC,broadcast,sports,Houston,creative_A_brand,15,10214,240.31,15.0,11.3,3.7,1,122.2,0.509,4
A000659,2023-01-08,2023-01-08 18:00:00,NBC,broadcast,sports,Phoenix,creative_A_brand,15,8689,180.24,9.0,9.5,0.0,0,0.0,0.0,4
A000660,2023-01-08,2023-01-08 18:00:00,NBC,broadcast,sports,Philadelphia,creative_A_brand,15,10755,270.35,21.0,13.5,7.5,0,0.0,0.0,4
A000661,2023-01-08,2023-01-08 18:00:00,NBC,broadcast,sports,Dallas,creative_A_brand,15,9666,240.31,19.0,11.5,7.5,0,0.0,0.0,4
A000662,2023-01-08,2023-01-08 18:00:00,NBC,broadcast,sports,Atlanta,creative_A_brand,15,8473,210.27,11.0,10.4,0.6,0,0.0,0.0,4
A000663,2023-01-08,2023-01-08 15:15:00,CNN,cable,sports,New_York,creative_B_product,15,24527,342.68,7.0,15.5,0.0,0,0.0,0.0,4
A000664,2023-01-08,2023-01-08 15:15:00,CNN,cable,sports,Los_Angeles,creative_B_product,15,18991,249.22,7.0,10.7,0.0,0,0.0,0.0,4
A000665,2023-01-08,2023-01-08 15:15:00,CNN,cable,sports,Chicago,creative_B_product,15,11165,155.76,5.0,6.3,0.0,0,0.0,0.0,4
A000666,2023-01-08,2023-01-08 15:15:00,CNN,cable,sports,Houston,creative_B_product,15,8286,124.61,16.0,4.2,11.8,0,0.0,0.0,4
A000667,2023-01-08,2023-01-08 15:15:00,CNN,cable,sports,Phoenix,creative_B_product,15,7459,93.46,14.0,3.8,10.2,0,0.0,0.0,4
A000668,2023-01-08,2023-01-08 15:15:00,CNN,cable,sports,Philadelphia,creative_B_product,15,11106,140.19,10.0,5.0,5.0,0,0.0,0.0,4
A000669,2023-01-08,2023-01-08 15:15:00,CNN,cable,sports,Dallas,creative_B_product,15,8488,124.61,14.0,4.1,9.9,0,0.0,0.0,4
A000670,2023-01-08,2023-01-08 15:15:00,CNN,cable,sports,Atlanta,creative_B_product,15,7340,109.03,7.0,3.9,3.1,0,0.0,0.0,4
A000671,2023-01-08,2023-01-08 22:30:00,ABC,broadcast,primetime,New_York,creative_A_brand,30,20870,969.87,50.0,36.8,13.2,0,0.0,0.0,4
A000672,2023-01-08,2023-01-08 22:30:00,ABC,broadcast,primetime,Los_Angeles,creative_A_brand,30,13958,705.36,33.0,29.1,3.9,0,0.0,0.0,4
A000673,2023-01-08,2023-01-08 22:30:00,ABC,broadcast,primetime,Chicago,creative_A_brand,30,10222,440.85,25.0,16.4,8.6,0,0.0,0.0,4
A000674,2023-01-08,2023-01-08 22:30:00,ABC,broadcast,primetime,Houston,creative_A_brand,30,6994,352.68,11.0,11.4,0.0,0,0.0,0.0,4
A000675,2023-01-08,2023-01-08 22:30:00,ABC,broadcast,primetime,Phoenix,creative_A_brand,30,6144,264.51,5.0,9.1,0.0,0,0.0,0.0,4
A000676,2023-01-08,2023-01-08 22:30:00,ABC,broadcast,primetime,Philadelphia,creative_A_brand,30,8124,396.76,17.0,12.9,4.1,0,0.0,0.0,4
A000677,2023-01-08,2023-01-08 22:30:00,ABC,broadcast,primetime,Dallas,creative_A_brand,30,7564,352.68,10.0,11.1,0.0,0,0.0,0.0,4
A000678,2023-01-08,2023-01-08 22:30:00,ABC,broadcast,primetime,Atlanta,creative_A_brand,30,7032,308.59,15.0,10.0,5.0,0,0.0,0.0,4
A000679,2023-01-08,2023-01-08 08:00:00,CNN,cable,early_morning,New_York,creative_A_brand,30,6057,23.21,32.0,30.6,1.4,0,0.0,0.0,4
A000680,2023-01-08,2023-01-08 08:00:00,CNN,cable,early_morning,Los_Angeles,creative_A_brand,30,4114,16.88,23.0,23.1,0.0,0,0.0,0.0,4
A000681,2023-01-08,2023-01-08 08:00:00,CNN,cable,early_morning,Chicago,creative_A_brand,30,2918,10.55,15.0,13.7,1.3,0,0.0,0.0,4
A000682,2023-01-08,2023-01-08 08:00:00,CNN,cable,early_morning,Houston,creative_A_brand,30,2078,8.44,19.0,8.8,10.2,0,0.0,0.0,4
A000683,2023-01-08,2023-01-08 08:00:00,CNN,cable,early_morning,Phoenix,creative_A_brand,30,1640,6.33,8.0,7.7,0.3,0,0.0,0.0,4
A000684,2023-01-08,2023-01-08 08:00:00,CNN,cable,early_morning,Philadelphia,creative_A_brand,30,2611,9.49,12.0,11.4,0.6,0,0.0,0.0,4
A000685,2023-01-08,2023-01-08 08:00:00,CNN,cable,early_morning,Dallas,creative_A_brand,30,2144,8.44,9.0,8.9,0.1,0,0.0,0.0,4
A000686,2023-01-08,2023-01-08 08:00:00,CNN,cable,early_morning,Atlanta,creative_A_brand,30,1970,7.38,12.0,8.2,3.8,0,0.0,0.0,4
A000687,2023-01-08,2023-01-08 17:30:00,ABC,broadcast,early_fringe,New_York,creative_A_brand,30,11742,155.09,30.0,22.9,7.1,0,0.0,0.0,4
A000688,2023-01-08,2023-01-08 17:30:00,ABC,broadcast,early_fringe,Los_Angeles,creative_A_brand,30,9632,112.79,8.0,17.2,0.0,0,0.0,0.0,4
A000689,2023-01-08,2023-01-08 17:30:00,ABC,broadcast,early_fringe,Chicago,creative_A_brand,30,5485,70.5,8.0,9.9,0.0,0,0.0,0.0,4
A000690,2023-01-08,2023-01-08 17:30:00,ABC,broadcast,early_fringe,Houston,creative_A_brand,30,4229,56.4,9.0,6.7,2.3,0,0.0,0.0,4
A000691,2023-01-08,2023-01-08 17:30:00,ABC,broadcast,early_fringe,Phoenix,creative_A_brand,30,3308,42.3,4.0,5.6,0.0,0,0.0,0.0,4
A000692,2023-01-08,2023-01-08 17:30:00,ABC,broadcast,early_fringe,Philadelphia,creative_A_brand,30,5260,63.45,6.0,8.0,0.0,0,0.0,0.0,4
A000693,2023-01-08,2023-01-08 17:30:00,ABC,broadcast,early_fringe,Dallas,creative_A_brand,30,5024,56.4,9.0,6.3,2.7,0,0.0,0.0,4
A000694,2023-01-08,2023-01-08 17:30:00,ABC,broadcast,early_fringe,Atlanta,creative_A_brand,30,4378,49.35,9.0,6.0,3.0,0,0.0,0.0,4
A000695,2023-01-08,2023-01-08 23:00:00,FOX,broadcast,late_night,New_York,creative_A_brand,30,6254,59.7,31.0,22.6,8.4,0,0.0,0.0,4
A000696,2023-01-08,2023-01-08 23:00:00,FOX,broadcast,late_night,Los_Angeles,creative_A_brand,30,4446,43.42,26.0,17.6,8.4,0,0.0,0.0,4
A000697,2023-01-08,2023-01-08 23:00:00,FOX,broadcast,late_night,Chicago,creative_A_brand,30,2866,27.14,11.0,9.8,1.2,0,0.0,0.0,4
A000698,2023-01-08,2023-01-08 23:00:00,FOX,broadcast,late_night,Houston,creative_A_brand,30,2588,21.71,13.0,6.7,6.3,1,127.65,5.88,4
A000699,2023-01-08,2023-01-08 23:00:00,FOX,broadcast,late_night,Phoenix,creative_A_brand,30,1721,16.28,5.0,5.4,0.0,0,0.0,0.0,4
A000700,2023-01-08,2023-01-08 23:00:00,FOX,broadcast,late_night,Philadelphia,creative_A_brand,30,2471,24.42,3.0,7.6,0.0,0,0.0,0.0,4
A000701,2023-01-08,2023-01-08 23:00:00,FOX,broadcast,late_night,Dallas,creative_A_brand,30,2427,21.71,8.0,6.4,1.6,0,0.0,0.0,4
A000702,2023-01-08,2023-01-08 23:00:00,FOX,broadcast,late_night,Atlanta,creative_A_brand,30,2031,19.0,8.0,5.9,2.1,0,0.0,0.0,4
A000703,2023-01-08,2023-01-08 20:30:00,TBS,cable,primetime,New_York,creative_A_brand,30,20106,469.6,56.0,57.3,0.0,0,0.0,0.0,4
A000704,2023-01-08,2023-01-08 20:30:00,TBS,cable,primetime,Los_Angeles,creative_A_brand,30,13934,341.53,61.0,46.9,14.1,1,154.25,0.452,4
A000705,2023-01-08,2023-01-08 20:30:00,TBS,cable,primetime,Chicago,creative_A_brand,30,8143,213.45,32.0,24.9,7.1,0,0.0,0.0,4
A000706,2023-01-08,2023-01-08 20:30:00,TBS,cable,primetime,Houston,creative_A_brand,30,7248,170.76,25.0,17.5,7.5,2,312.69,1.831,4
A000707,2023-01-08,2023-01-08 20:30:00,TBS,cable,primetime,Phoenix,creative_A_brand,30,5578,128.07,12.0,14.3,0.0,0,0.0,0.0,4
A000708,2023-01-08,2023-01-08 20:30:00,TBS,cable,primetime,Philadelphia,creative_A_brand,30,7323,192.11,20.0,21.1,0.0,0,0.0,0.0,4
A000709,2023-01-08,2023-01-08 20:30:00,TBS,cable,primetime,Dallas,creative_A_brand,30,7822,170.76,20.0,16.1,3.9,0,0.0,0.0,4
A000710,2023-01-08,2023-01-08 20:30:00,TBS,cable,primetime,Atlanta,creative_A_brand,30,5770,149.42,16.0,15.1,0.9,0,0.0,0.0,4
A000711,2023-01-09,2023-01-09 17:30:00,NBC,broadcast,early_fringe,New_York,creative_A_brand,30,13797,268.05,28.0,29.8,0.0,0,0.0,0.0,4
A000712,2023-01-09,2023-01-09 17:30:00,NBC,broadcast,early_fringe,Los_Angeles,creative_A_brand,30,10330,194.95,22.0,22.1,0.0,0,0.0,0.0,4
A000713,2023-01-09,2023-01-09 17:30:00,NBC,broadcast,early_fringe,Chicago,creative_A_brand,30,6715,121.84,16.0,12.6,3.4,0,0.0,0.0,4
A000714,2023-01-09,2023-01-09 17:30:00,NBC,broadcast,early_fringe,Houston,creative_A_brand,30,5563,97.47,8.0,8.6,0.0,0,0.0,0.0,4
A000715,2023-01-09,2023-01-09 17:30:00,NBC,broadcast,early_fringe,Phoenix,creative_A_brand,30,3419,73.11,3.0,6.8,0.0,0,0.0,0.0,4
A000716,2023-01-09,2023-01-09 17:30:00,NBC,broadcast,early_fringe,Philadelphia,creative_A_brand,30,5464,109.66,13.0,10.1,2.9,0,0.0,0.0,4
A000717,2023-01-09,2023-01-09 17:30:00,NBC,broadcast,early_fringe,Dallas,creative_A_brand,30,4871,97.47,10.0,8.1,1.9,0,0.0,0.0,4
A000718,2023-01-09,2023-01-09 17:30:00,NBC,broadcast,early_fringe,Atlanta,creative_A_brand,30,4013,85.29,8.0,7.3,0.7,0,0.0,0.0,4
A000719,2023-01-09,2023-01-09 08:15:00,NBC,broadcast,early_morning,Philadelphia,creative_B_product,30,19009,194.03,22.0,14.1,7.9,0,0.0,0.0,4
A000720,2023-01-09,2023-01-09 07:15:00,TBS,cable,early_morning,Dallas,creative_A_brand,30,20760,132.5,7.0,8.0,0.0,0,0.0,0.0,4
A000721,2023-01-09,2023-01-09 20:30:00,TNT,cable,sports,Dallas,creative_A_brand,60,99081,8026.95,117.0,21.3,95.7,1,173.81,0.022,4
A000722,2023-01-09,2023-01-09 12:00:00,FOX,broadcast,daytime,New_York,creative_D_promo,60,8637,237.32,24.0,38.0,0.0,0,0.0,0.0,4
A000723,2023-01-09,2023-01-09 12:00:00,FOX,broadcast,daytime,Los_Angeles,creative_D_promo,60,6457,172.6,34.0,29.5,4.5,0,0.0,0.0,4
A000724,2023-01-09,2023-01-09 12:00:00,FOX,broadcast,daytime,Chicago,creative_D_promo,60,3953,107.87,8.0,15.7,0.0,0,0.0,0.0,4
A000725,2023-01-09,2023-01-09 12:00:00,FOX,broadcast,daytime,Houston,creative_D_promo,60,3518,86.3,11.0,11.0,0.0,0,0.0,0.0,4
A000726,2023-01-09,2023-01-09 12:00:00,FOX,broadcast,daytime,Phoenix,creative_D_promo,60,2738,64.72,8.0,8.5,0.0,0,0.0,0.0,4
A000727,2023-01-09,2023-01-09 12:00:00,FOX,broadcast,daytime,Philadelphia,creative_D_promo,60,3671,97.09,18.0,13.2,4.8,0,0.0,0.0,4
A000728,2023-01-09,2023-01-09 12:00:00,FOX,broadcast,daytime,Dallas,creative_D_promo,60,3245,86.3,16.0,10.3,5.7,1,178.94,2.073,4
A000729,2023-01-09,2023-01-09 12:00:00,FOX,broadcast,daytime,Atlanta,creative_D_promo,60,3028,75.51,9.0,9.7,0.0,0,0.0,0.0,4
A000730,2023-01-09,2023-01-09 16:30:00,TBS,cable,sports,New_York,creative_A_brand,30,34018,1599.78,27.0,21.0,6.0,0,0.0,0.0,4
A000731,2023-01-09,2023-01-09 16:30:00,TBS,cable,sports,Los_Angeles,creative_A_brand,30,25243,1163.47,22.0,15.0,7.0,0,0.0,0.0,4
A000732,2023-01-09,2023-01-09 16:30:00,TBS,cable,sports,Chicago,creative_A_brand,30,15688,727.17,9.0,8.2,0.8,1,171.93,0.236,4
A000733,2023-01-09,2023-01-09 16:30:00,TBS,cable,sports,Houston,creative_A_brand,30,11822,581.74,11.0,6.1,4.9,0,0.0,0.0,4
A000734,2023-01-09,2023-01-09 16:30:00,TBS,cable,sports,Phoenix,creative_A_brand,30,8970,436.3,4.0,5.0,0.0,0,0.0,0.0,4
A000735,2023-01-09,2023-01-09 16:30:00,TBS,cable,sports,Philadelphia,creative_A_brand,30,12978,654.45,7.0,7.4,0.0,0,0.0,0.0,4
A000736,2023-01-09,2023-01-09 16:30:00,TBS,cable,sports,Dallas,creative_A_brand,30,13036,581.74,8.0,5.6,2.4,0,0.0,0.0,4
A000737,2023-01-09,2023-01-09 16:30:00,TBS,cable,sports,Atlanta,creative_A_brand,30,10178,509.02,15.0,5.1,9.9,0,0.0,0.0,4
A000738,2023-01-09,2023-01-09 16:30:00,HGTV,cable,early_fringe,New_York,creative_B_product,15,11546,64.59,27.0,21.0,6.0,0,0.0,0.0,4
A000739,2023-01-09,2023-01-09 16:30:00,HGTV,cable,early_fringe,Los_Angeles,creative_B_product,15,8289,46.98,22.0,15.0,7.0,1,153.41,3.265,4
A000740,2023-01-09,2023-01-09 16:30:00,HGTV,cable,early_fringe,Chicago,creative_B_product,15,6028,29.36,9.0,8.2,0.8,0,0.0,0.0,4
A000741,2023-01-09,2023-01-09 16:30:00,HGTV,cable,early_fringe,Houston,creative_B_product,15,4234,23.49,11.0,6.1,4.9,0,0.0,0.0,4
A000742,2023-01-09,2023-01-09 16:30:00,HGTV,cable,early_fringe,Phoenix,creative_B_product,15,3292,17.62,4.0,5.0,0.0,0,0.0,0.0,4
A000743,2023-01-09,2023-01-09 16:30:00,HGTV,cable,early_fringe,Philadelphia,creative_B_product,15,4983,26.42,7.0,7.4,0.0,0,0.0,0.0,4
A000744,2023-01-09,2023-01-09 16:30:00,HGTV,cable,early_fringe,Dallas,creative_B_product,15,4961,23.49,8.0,5.6,2.4,0,0.0,0.0,4
A000745,2023-01-09,2023-01-09 16:30:00,HGTV,cable,early_fringe,Atlanta,creative_B_product,15,4356,20.55,15.0,5.1,9.9,0,0.0,0.0,4
A000746,2023-01-09,2023-01-09 15:15:00,TNT,cable,daytime,New_York,creative_B_product,30,30245,168.06,19.0,18.8,0.2,0,0.0,0.0,4
A000747,2023-01-09,2023-01-09 20:15:00,NBC,broadcast,sports,New_York,creative_B_product,30,28131,1080.75,95.0,74.0,21.0,0,0.0,0.0,4
A000748,2023-01-09,2023-01-09 20:15:00,NBC,broadcast,sports,Los_Angeles,creative_B_product,30,18494,786.0,103.0,58.3,44.7,1,150.46,0.191,4
A000749,2023-01-09,2023-01-09 20:15:00,NBC,broadcast,sports,Chicago,creative_B_product,30,11034,491.25,47.0,31.4,15.6,0,0.0,0.0,4
A000750,2023-01-09,2023-01-09 20:15:00,NBC,broadcast,sports,Houston,creative_B_product,30,9129,393.0,37.0,22.6,14.4,0,0.0,0.0,4
A000751,2023-01-09,2023-01-09 20:15:00,NBC,broadcast,sports,Phoenix,creative_B_product,30,7406,294.75,22.0,18.7,3.3,0,0.0,0.0,4
A000752,2023-01-09,2023-01-09 20:15:00,NBC,broadcast,sports,Philadelphia,creative_B_product,30,11224,442.12,31.0,26.8,4.2,0,0.0,0.0,4
A000753,2023-01-09,2023-01-09 20:15:00,NBC,broadcast,sports,Dallas,creative_B_product,30,8833,393.0,84.0,21.3,62.7,2,258.52,0.658,4
A000754,2023-01-09,2023-01-09 20:15:00,NBC,broadcast,sports,Atlanta,creative_B_product,30,8156,343.87,25.0,19.4,5.6,0,0.0,0.0,4
A000755,2023-01-09,2023-01-09 23:15:00,ABC,broadcast,late_night,Houston,creative_B_product,30,21494,169.54,13.0,8.4,4.6,0,0.0,0.0,4
A000756,2023-01-09,2023-01-09 05:00:00,Food_Network,cable,early_morning,Phoenix,creative_A_brand,30,15090,89.8,9.0,4.8,4.2,0,0.0,0.0,4
A000757,2023-01-09,2023-01-09 20:30:00,TBS,cable,primetime,New_York,creative_B_product,30,23513,554.57,86.0,74.0,12.0,0,0.0,0.0,4
A000758,2023-01-09,2023-01-09 20:30:00,TBS,cable,primetime,Los_Angeles,creative_B_product,30,19814,403.32,102.0,58.3,43.7,0,0.0,0.0,4
A000759,2023-01-09,2023-01-09 20:30:00,TBS,cable,primetime,Chicago,creative_B_product,30,11218,252.08,44.0,31.4,12.6,0,0.0,0.0,4
A000760,2023-01-09,2023-01-09 20:30:00,TBS,cable,primetime,Houston,creative_B_product,30,8719,201.66,34.0,22.6,11.4,2,278.68,1.382,4
A000761,2023-01-09,2023-01-09 20:30:00,TBS,cable,primetime,Phoenix,creative_B_product,30,7166,151.25,23.0,18.7,4.3,0,0.0,0.0,4
A000762,2023-01-09,2023-01-09 20:30:00,TBS,cable,primetime,Philadelphia,creative_B_product,30,10341,226.87,31.0,26.8,4.2,0,0.0,0.0,4
A000763,2023-01-09,2023-01-09 20:30:00,TBS,cable,primetime,Dallas,creative_B_product,30,8814,201.66,117.0,21.3,95.7,4,662.45,3.285,4
A000764,2023-01-09,2023-01-09 20:30:00,TBS,cable,primetime,Atlanta,creative_B_product,30,7960,176.45,14.0,19.4,0.0,0,0.0,0.0,4
A000765,2023-01-09,2023-01-09 22:00:00,Food_Network,cable,primetime,Dallas,creative_B_product,30,101930,2285.67,96.0,13.4,82.6,7,1038.06,0.454,4
A000766,2023-01-10,2023-01-10 13:45:00,ABC,broadcast,sports,New_York,creative_B_product,30,23881,1889.54,41.0,26.3,14.7,0,0.0,0.0,4
A000767,2023-01-10,2023-01-10 13:45:00,ABC,broadcast,sports,Los_Angeles,creative_B_product,30,17761,1374.21,27.0,20.1,6.9,0,0.0,0.0,4
A000768,2023-01-10,2023-01-10 13:45:00,ABC,broadcast,sports,Chicago,creative_B_product,30,11386,858.88,25.0,11.4,13.6,2,339.67,0.395,4
A000769,2023-01-10,2023-01-10 13:45:00,ABC,broadcast,sports,Houston,creative_B_product,30,9020,687.11,13.0,7.7,5.3,1,127.46,0.185,4
A000770,2023-01-10,2023-01-10 13:45:00,ABC,broadcast,sports,Phoenix,creative_B_product,30,6986,515.33,15.0,6.4,8.6,0,0.0,0.0,4
A000771,2023-01-10,2023-01-10 13:45:00,ABC,broadcast,sports,Philadelphia,creative_B_product,30,9350,772.99,19.0,9.6,9.4,4,523.5,0.677,4
A000772,2023-01-10,2023-01-10 13:45:00,ABC,broadcast,sports,Dallas,creative_B_product,30,9462,687.11,7.0,7.5,0.0,0,0.0,0.0,4
A000773,2023-01-10,2023-01-10 13:45:00,ABC,broadcast,sports,Atlanta,creative_B_product,30,8166,601.22,9.0,6.7,2.3,0,0.0,0.0,4
A000774,2023-01-10,2023-01-10 21:45:00,ESPN,cable,primetime,New_York,creative_A_brand,30,25536,493.04,74.0,63.2,10.8,1,154.47,0.313,4
A000775,2023-01-10,2023-01-10 21:45:00,ESPN,cable,primetime,Los_Angeles,creative_A_brand,30,16176,358.57,56.0,48.6,7.4,1,128.39,0.358,4
A000776,2023-01-10,2023-01-10 21:45:00,ESPN,cable,primetime,Chicago,creative_A_brand,30,10506,224.11,35.0,27.4,7.6,1,132.1,0.589,4
A000777,2023-01-10,2023-01-10 21:45:00,ESPN,cable,primetime,Houston,creative_A_brand,30,8996,179.29,18.0,18.5,0.0,0,0.0,0.0,4
A000778,2023-01-10,2023-01-10 21:45:00,ESPN,cable,primetime,Phoenix,creative_A_brand,30,6988,134.46,12.0,15.6,0.0,0,0.0,0.0,4
A000779,2023-01-10,2023-01-10 21:45:00,ESPN,cable,primetime,Philadelphia,creative_A_brand,30,9850,201.7,25.0,23.2,1.8,0,0.0,0.0,4
A000780,2023-01-10,2023-01-10 21:45:00,ESPN,cable,primetime,Dallas,creative_A_brand,30,8995,179.29,17.0,17.9,0.0,0,0.0,0.0,4
A000781,2023-01-10,2023-01-10 21:45:00,ESPN,cable,primetime,Atlanta,creative_A_brand,30,7002,156.88,15.0,16.4,0.0,0,0.0,0.0,4
A000782,2023-01-10,2023-01-10 20:30:00,TBS,cable,primetime,New_York,creative_D_promo,30,19480,412.02,71.0,73.9,0.0,0,0.0,0.0,4
A000783,2023-01-10,2023-01-10 20:30:00,TBS,cable,primetime,Los_Angeles,creative_D_promo,30,14143,299.65,69.0,59.5,9.5,0,0.0,0.0,4
A000784,2023-01-10,2023-01-10 20:30:00,TBS,cable,primetime,Chicago,creative_D_promo,30,8451,187.28,48.0,31.7,16.3,1,159.91,0.854,4
A000785,2023-01-10,2023-01-10 20:30:00,TBS,cable,primetime,Houston,creative_D_promo,30,6576,149.83,27.0,22.6,4.4,0,0.0,0.0,4
A000786,2023-01-10,2023-01-10 20:30:00,TBS,cable,primetime,Phoenix,creative_D_promo,30,4803,112.37,21.0,18.7,2.3,0,0.0,0.0,4
A000787,2023-01-10,2023-01-10 20:30:00,TBS,cable,primetime,Philadelphia,creative_D_promo,30,6673,168.56,52.0,27.3,24.7,2,287.09,1.703,4
A000788,2023-01-10,2023-01-10 20:30:00,TBS,cable,primetime,Dallas,creative_D_promo,30,7110,149.83,36.0,21.4,14.6,1,146.35,0.977,4
A000789,2023-01-10,2023-01-10 20:30:00,TBS,cable,primetime,Atlanta,creative_D_promo,30,6007,131.1,20.0,19.5,0.5,0,0.0,0.0,4
A000790,2023-01-10,2023-01-10 21:15:00,HGTV,cable,primetime,New_York,creative_A_brand,30,17563,283.91,52.0,68.6,0.0,0,0.0,0.0,4
A000791,2023-01-10,2023-01-10 21:15:00,HGTV,cable,primetime,Los_Angeles,creative_A_brand,30,14066,206.48,59.0,53.2,5.8,0,0.0,0.0,4
A000792,2023-01-10,2023-01-10 21:15:00,HGTV,cable,primetime,Chicago,creative_A_brand,30,8622,129.05,39.0,29.9,9.1,0,0.0,0.0,4
A000793,2023-01-10,2023-01-10 21:15:00,HGTV,cable,primetime,Houston,creative_A_brand,30,6872,103.24,20.0,20.2,0.0,0,0.0,0.0,4
A000794,2023-01-10,2023-01-10 21:15:00,HGTV,cable,primetime,Phoenix,creative_A_brand,30,4711,77.43,26.0,17.0,9.0,1,150.16,1.939,4
A000795,2023-01-10,2023-01-10 21:15:00,HGTV,cable,primetime,Philadelphia,creative_A_brand,30,7687,116.15,21.0,25.5,0.0,0,0.0,0.0,4
A000796,2023-01-10,2023-01-10 21:15:00,HGTV,cable,primetime,Dallas,creative_A_brand,30,6837,103.24,18.0,19.4,0.0,0,0.0,0.0,4
A000797,2023-01-10,2023-01-10 21:15:00,HGTV,cable,primetime,Atlanta,creative_A_brand,30,5651,90.34,11.0,17.9,0.0,0,0.0,0.0,4
A000798,2023-01-10,2023-01-10 07:45:00,NBC,broadcast,early_morning,New_York,creative_A_brand,30,4972,63.0,32.0,31.4,0.6,0,0.0,0.0,4
A000799,2023-01-10,2023-01-10 07:45:00,NBC,broadcast,early_morning,Los_Angeles,creative_A_brand,30,3876,45.82,20.0,23.1,0.0,0,0.0,0.0,4
A000800,2023-01-10,2023-01-10 07:45:00,NBC,broadcast,early_morning,Chicago,creative_A_brand,30,2612,28.64,15.0,13.2,1.8,0,0.0,0.0,4
A000801,2023-01-10,2023-01-10 07:45:00,NBC,broadcast,early_morning,Houston,creative_A_brand,30,2168,22.91,5.0,9.0,0.0,0,0.0,0.0,4
